;t1;t2;t3;t4;t5;t6;x;y
97;-65.23;-72.92;-78.32;-64.34;-68.75;-75.47;2.6;1.3
98;-74.46;-62.42;-100.0;-68.19;-76.1;-74.32;2.9;1.1
99;-80.05;-62.72;-82.79;-63.09;-71.1;-85.5;3.0;1.1
100;-65.18;-79.92;-71.64;-72.82;-62.53;-83.31;3.1;0.7
101;-88.6;-77.73;-100.0;-70.1;-100.0;-83.8;3.1;0.3
102;-80.58;-80.24;-80.06;-71.83;-69.05;-78.44;3.0;0.2
103;-81.43;-84.24;-81.08;-67.35;-69.54;-77.75;3.0;0.3
104;-71.08;-66.18;-81.91;-66.77;-82.14;-72.25;2.6;0.1
105;-76.54;-72.74;-81.14;-60.28;-85.27;-72.43;2.6;0.1
106;-74.84;-100.0;-82.24;-73.96;-65.11;-83.77;2.6;-0.0
107;-84.54;-72.2;-79.61;-54.43;-63.45;-78.52;2.5;0.2
108;-100.0;-74.0;-75.95;-64.07;-77.25;-78.64;2.4;0.3
109;-77.07;-80.21;-74.71;-100.0;-77.6;-84.32;1.7;0.5
110;-73.31;-70.89;-74.05;-57.79;-100.0;-77.44;1.7;0.6
111;-65.86;-80.83;-79.85;-63.65;-78.32;-68.32;1.7;0.4
112;-80.24;-100.0;-79.68;-54.96;-72.61;-69.59;0.7;0.5
113;-100.0;-69.54;-69.68;-71.12;-73.16;-71.77;0.9;0.6
114;-86.21;-83.01;-81.2;-54.12;-67.62;-100.0;0.7;0.4
115;-81.8;-78.47;-100.0;-50.2;-70.62;-79.96;0.3;0.6
116;-100.0;-76.68;-84.97;-53.32;-88.41;-72.79;0.4;0.1
117;-70.35;-72.76;-100.0;-51.89;-70.62;-72.53;1.2;0.6
118;-74.01;-74.44;-77.06;-69.36;-67.17;-72.77;1.0;1.6
119;-83.5;-100.0;-74.44;-100.0;-61.52;-66.75;1.0;1.4
120;-75.44;-77.68;-81.58;-62.72;-79.52;-74.85;1.3;1.0
121;-75.13;-90.79;-76.77;-64.53;-77.88;-64.96;1.4;1.2
122;-79.46;-83.58;-73.9;-63.95;-68.13;-74.86;1.1;1.2
123;-70.89;-72.57;-84.21;-100.0;-75.53;-76.92;1.2;0.8
124;-70.11;-76.75;-76.26;-63.88;-74.27;-71.68;1.2;0.4
125;-80.07;-74.43;-71.16;-61.4;-74.86;-85.47;1.1;0.2
126;-75.27;-68.86;-82.79;-55.77;-65.16;-100.0;1.1;0.2
127;-69.35;-71.65;-72.95;-63.67;-74.36;-71.44;1.1;0.1
128;-85.24;-78.05;-83.06;-49.85;-74.98;-63.64;0.3;0.1
129;-77.38;-81.42;-77.38;-64.72;-73.72;-66.39;0.5;0.3
130;-100.0;-74.46;-76.14;-58.97;-72.55;-77.14;0.7;0.1
131;-80.16;-86.83;-89.84;-66.84;-67.91;-75.57;0.3;0.0
132;-84.28;-71.81;-83.62;-54.92;-80.22;-83.56;0.2;-0.0
133;-83.81;-77.35;-81.84;-53.21;-61.7;-74.01;0.2;0.0
134;-88.44;-74.48;-81.61;-73.9;-84.14;-65.6;0.5;0.2
135;-76.93;-78.59;-76.84;-64.12;-84.55;-70.88;0.6;0.2
136;-82.91;-70.86;-81.27;-66.44;-80.62;-72.04;0.5;0.8
137;-75.48;-69.72;-71.62;-100.0;-75.73;-78.59;0.8;1.1
138;-80.92;-81.87;-100.0;-51.48;-67.79;-79.02;0.3;1.0
139;-82.98;-77.91;-81.89;-65.64;-100.0;-75.65;0.3;1.7
140;-69.15;-82.84;-100.0;-54.34;-81.4;-80.09;1.0;1.5
141;-73.96;-87.31;-78.21;-64.85;-100.0;-75.09;0.5;1.6
142;-79.3;-82.86;-81.94;-62.58;-78.95;-82.75;0.6;2.0
143;-70.89;-73.23;-81.26;-62.85;-70.89;-69.29;1.0;1.8
144;-81.38;-75.24;-79.52;-63.77;-73.06;-71.01;1.2;1.8
145;-76.0;-80.7;-86.51;-56.98;-70.41;-69.49;1.0;1.5
146;-69.21;-74.61;-78.59;-63.46;-70.87;-69.22;0.9;1.6
147;-74.15;-70.82;-78.51;-70.64;-71.58;-100.0;1.5;0.8
148;-73.42;-69.06;-76.49;-69.64;-72.92;-80.14;1.8;0.5
149;-75.24;-80.52;-80.42;-64.44;-75.43;-100.0;1.8;0.6
150;-76.15;-100.0;-83.66;-69.8;-83.48;-72.18;1.8;0.4
151;-79.88;-72.35;-100.0;-66.41;-76.21;-73.31;1.7;0.3
152;-74.09;-65.85;-67.67;-63.86;-100.0;-81.41;2.3;0.4
153;-69.9;-66.12;-80.93;-70.09;-77.3;-72.13;2.6;1.0
154;-74.27;-72.59;-80.93;-73.55;-100.0;-73.85;2.5;1.2
155;-76.62;-73.16;-100.0;-78.11;-70.32;-69.47;2.3;1.0
156;-100.0;-75.34;-78.02;-60.56;-68.63;-80.28;2.1;0.9
157;-72.79;-66.31;-75.37;-71.3;-70.05;-73.4;2.5;1.0
158;-100.0;-80.2;-81.6;-74.26;-74.58;-73.62;2.1;1.3
159;-82.57;-71.65;-83.42;-79.5;-80.3;-70.33;1.9;1.4
160;-78.63;-72.01;-75.89;-60.47;-70.34;-77.58;1.5;1.8
161;-76.32;-77.72;-73.01;-72.68;-56.13;-66.24;1.4;2.3
162;-70.62;-83.26;-74.18;-69.5;-70.85;-71.29;1.3;2.1
163;-79.3;-79.49;-79.83;-68.44;-66.24;-76.9;0.9;2.5
164;-74.45;-75.82;-77.91;-65.0;-76.04;-66.17;1.0;2.3
165;-74.12;-75.89;-78.26;-66.03;-76.49;-68.63;0.9;2.0
166;-75.87;-85.12;-74.97;-100.0;-69.21;-76.73;0.7;2.1
167;-78.51;-70.81;-82.48;-65.72;-73.86;-82.06;1.1;1.8
168;-76.28;-72.23;-69.26;-62.04;-84.86;-76.42;1.4;1.6
169;-69.71;-72.02;-67.75;-68.46;-69.91;-81.42;1.9;2.1
170;-100.0;-67.55;-71.35;-73.42;-80.14;-71.12;1.7;2.4
171;-76.1;-73.08;-100.0;-73.13;-72.48;-66.26;1.8;2.1
172;-75.68;-72.8;-71.74;-100.0;-82.0;-82.11;1.6;2.2
173;-77.01;-79.37;-100.0;-64.95;-65.25;-65.06;1.3;2.2
174;-77.97;-70.32;-100.0;-72.3;-76.24;-71.62;1.5;2.6
175;-85.49;-72.23;-72.67;-65.22;-64.94;-70.61;1.6;3.2
176;-63.27;-60.98;-75.58;-54.87;-71.26;-66.88;2.3;3.5
177;-69.2;-65.27;-80.91;-65.95;-76.06;-68.97;2.0;3.8
178;-70.48;-100.0;-68.97;-66.86;-72.83;-67.01;1.8;4.1
179;-73.75;-74.41;-61.73;-62.68;-100.0;-61.16;2.2;4.2
180;-70.67;-59.36;-67.03;-69.04;-71.77;-78.77;2.6;4.4
181;-59.36;-67.62;-75.59;-64.6;-62.78;-75.07;2.5;4.4
182;-61.73;-68.85;-68.12;-62.66;-77.81;-100.0;2.4;4.3
183;-61.44;-72.05;-71.29;-64.97;-66.26;-70.94;2.4;4.5
184;-61.59;-70.16;-60.76;-65.66;-63.97;-67.65;2.2;4.4
185;-65.84;-100.0;-67.87;-63.48;-73.67;-67.85;2.3;4.5
186;-68.55;-84.98;-69.16;-100.0;-73.33;-65.26;2.5;4.7
187;-69.42;-71.44;-68.58;-65.07;-100.0;-63.16;2.4;4.8
188;-75.82;-70.7;-100.0;-71.22;-79.71;-76.74;2.4;5.0
189;-68.63;-74.61;-71.29;-100.0;-73.95;-58.66;2.5;5.0
190;-75.8;-71.03;-100.0;-58.84;-74.44;-71.81;2.9;4.8
191;-62.6;-68.2;-69.87;-100.0;-76.16;-68.72;3.0;4.4
192;-65.42;-77.9;-64.4;-60.95;-65.26;-100.0;2.3;4.5
193;-76.62;-74.09;-72.81;-100.0;-78.13;-66.23;1.9;4.6
194;-70.9;-74.81;-65.86;-71.79;-68.77;-76.35;1.9;4.5
195;-100.0;-77.83;-72.12;-62.04;-76.48;-65.25;1.6;4.3
196;-74.07;-100.0;-75.82;-67.35;-68.84;-100.0;1.4;3.9
197;-74.0;-82.99;-69.63;-71.86;-68.0;-79.16;1.8;3.6
198;-100.0;-73.75;-68.17;-66.05;-100.0;-64.94;2.3;3.7
199;-75.23;-63.87;-68.35;-71.88;-79.56;-69.53;1.5;3.9
200;-83.41;-65.82;-100.0;-60.92;-78.86;-100.0;1.4;3.9
201;-100.0;-83.01;-68.9;-61.82;-100.0;-74.43;1.4;3.7
202;-68.84;-79.01;-65.49;-62.79;-78.25;-76.09;1.5;4.0
203;-100.0;-74.69;-74.78;-60.09;-77.53;-60.98;1.8;4.1
204;-69.27;-59.8;-67.5;-78.43;-100.0;-66.5;2.5;4.2
205;-67.59;-67.45;-62.0;-61.58;-75.22;-65.86;2.5;3.7
206;-76.87;-77.66;-76.98;-67.5;-100.0;-80.85;2.1;3.2
207;-60.94;-83.86;-84.86;-62.29;-85.59;-79.41;2.6;3.5
208;-74.45;-68.81;-77.08;-70.49;-72.03;-66.2;2.2;2.9
209;-68.06;-77.88;-76.65;-68.63;-71.08;-68.92;2.4;2.7
210;-73.52;-83.3;-84.66;-70.03;-100.0;-72.92;2.7;2.3
211;-100.0;-80.64;-81.25;-73.81;-65.49;-78.36;2.5;2.0
212;-64.35;-100.0;-73.94;-59.28;-78.45;-70.76;3.1;2.4
213;-64.45;-69.08;-100.0;-64.72;-100.0;-100.0;3.1;2.2
214;-70.57;-77.96;-70.44;-65.38;-75.89;-66.95;3.0;2.4
215;-72.84;-69.53;-76.59;-69.32;-76.78;-71.71;3.0;2.3
216;-100.0;-73.52;-77.59;-61.71;-74.17;-71.37;2.6;2.6
217;-77.85;-74.23;-86.53;-70.42;-56.84;-64.29;2.6;2.3
218;-76.24;-73.11;-77.78;-64.26;-74.42;-67.84;2.3;2.3
219;-100.0;-74.0;-100.0;-65.71;-61.41;-82.41;2.4;2.2
220;-68.67;-64.08;-81.6;-67.04;-57.69;-77.64;2.4;1.7
221;-73.3;-66.13;-78.58;-66.27;-67.45;-70.83;2.9;1.4
222;-100.0;-70.1;-70.62;-73.98;-70.63;-84.13;2.6;0.9
223;-77.28;-83.33;-74.54;-61.44;-67.54;-76.11;2.4;1.1
224;-74.59;-73.23;-73.23;-67.93;-61.2;-66.54;2.5;0.5
225;-76.14;-73.06;-72.94;-68.91;-71.42;-70.71;2.1;0.5
226;-79.17;-78.06;-85.25;-63.7;-76.2;-77.15;2.6;0.8
227;-64.81;-64.78;-78.89;-66.92;-100.0;-76.75;2.8;1.3
228;-68.99;-68.79;-70.34;-71.59;-69.21;-77.0;3.1;1.1
229;-70.38;-75.99;-80.02;-73.04;-73.86;-76.05;2.6;0.8
230;-71.51;-69.97;-75.15;-69.7;-74.81;-100.0;2.9;1.0
231;-61.48;-76.65;-77.38;-76.14;-74.62;-68.08;2.8;1.1
232;-78.34;-70.98;-100.0;-83.44;-67.57;-72.66;2.6;0.9
233;-75.89;-82.6;-85.22;-100.0;-53.15;-74.23;2.9;0.7
234;-69.77;-68.8;-86.43;-73.67;-57.98;-78.6;3.1;0.8
235;-73.11;-75.23;-100.0;-68.12;-100.0;-73.99;3.0;0.8
236;-64.36;-67.96;-76.31;-74.59;-100.0;-76.96;3.1;0.7
237;-77.5;-65.29;-80.81;-71.64;-78.94;-74.01;2.9;1.0
238;-67.3;-67.58;-100.0;-100.0;-84.39;-77.39;2.5;1.2
239;-77.46;-100.0;-79.76;-66.1;-72.32;-74.28;2.2;1.1
240;-100.0;-72.9;-66.9;-61.72;-74.29;-78.88;2.3;0.6
241;-100.0;-75.3;-74.62;-62.29;-66.12;-79.96;2.5;0.1
242;-81.02;-83.87;-62.6;-64.2;-65.79;-74.86;2.3;0.4
243;-80.77;-80.63;-83.78;-74.72;-81.51;-83.69;2.0;0.2
244;-71.47;-100.0;-72.96;-73.57;-75.35;-79.82;1.9;0.1
245;-80.9;-71.23;-78.14;-69.36;-73.44;-82.48;2.0;-0.0
246;-79.4;-69.27;-75.71;-72.38;-72.4;-80.22;1.9;0.1
247;-81.92;-78.96;-77.4;-70.6;-82.81;-82.04;2.2;0.0
248;-75.48;-100.0;-100.0;-72.35;-67.25;-73.12;2.1;0.5
249;-91.75;-79.46;-73.93;-100.0;-75.04;-83.53;2.2;0.1
250;-75.99;-74.11;-76.35;-63.64;-72.26;-69.99;2.8;0.1
251;-77.48;-67.35;-78.94;-56.81;-100.0;-82.14;2.7;0.1
252;-75.98;-77.34;-100.0;-100.0;-74.55;-76.08;2.3;0.8
253;-100.0;-72.01;-69.58;-100.0;-75.45;-67.57;1.8;1.2
254;-71.11;-72.0;-69.81;-100.0;-74.68;-72.85;1.3;0.7
255;-77.74;-77.44;-78.39;-57.66;-70.0;-76.68;1.2;1.0
256;-75.53;-84.6;-70.38;-61.9;-74.31;-75.52;1.0;1.9
257;-75.21;-78.83;-73.68;-50.79;-75.7;-73.09;0.9;1.9
258;-72.77;-78.69;-81.96;-60.27;-78.89;-100.0;1.1;1.5
259;-100.0;-84.55;-89.05;-65.38;-100.0;-65.88;0.4;1.4
260;-76.23;-100.0;-80.39;-67.78;-67.12;-72.79;0.3;1.6
261;-78.59;-76.72;-77.01;-54.17;-76.42;-78.87;0.8;1.7
262;-75.36;-68.77;-75.31;-100.0;-78.74;-71.15;0.4;1.8
263;-74.27;-71.15;-74.47;-60.6;-72.98;-79.07;0.6;1.7
264;-68.24;-69.02;-69.67;-59.45;-67.65;-69.38;1.0;1.2
265;-76.13;-81.07;-72.75;-100.0;-82.94;-100.0;0.6;2.1
266;-77.55;-74.35;-100.0;-55.95;-100.0;-78.03;0.9;1.9
267;-77.69;-77.79;-72.69;-63.8;-68.44;-65.3;0.6;2.3
268;-72.79;-78.27;-76.79;-64.56;-72.1;-65.83;0.5;1.7
269;-78.75;-80.53;-78.06;-55.75;-68.94;-68.95;0.5;1.6
270;-74.38;-100.0;-74.12;-71.38;-75.64;-76.68;1.7;1.7
271;-69.84;-69.5;-76.27;-59.61;-83.72;-83.53;1.5;1.5
272;-75.84;-69.97;-77.8;-61.45;-63.08;-79.06;1.2;1.0
273;-100.0;-71.73;-77.68;-56.28;-70.56;-87.42;1.3;0.9
274;-75.97;-79.1;-73.18;-70.53;-78.45;-67.69;1.8;0.5
275;-72.78;-73.1;-100.0;-65.97;-100.0;-70.19;2.5;0.4
276;-85.01;-74.0;-75.69;-70.37;-70.94;-100.0;3.1;0.3
277;-100.0;-68.46;-79.38;-61.38;-65.19;-79.87;3.1;0.6
278;-71.95;-71.19;-100.0;-67.49;-70.01;-74.6;3.1;0.7
279;-68.5;-70.09;-78.62;-68.2;-70.76;-100.0;3.1;1.1
280;-71.74;-70.78;-77.95;-78.08;-71.47;-83.73;3.0;1.1
281;-100.0;-70.32;-73.47;-100.0;-65.93;-76.87;2.7;1.4
282;-72.51;-72.79;-77.73;-69.62;-73.27;-74.41;2.8;1.1
283;-65.72;-71.08;-75.65;-74.94;-71.9;-79.02;2.7;1.4
284;-100.0;-100.0;-76.72;-73.46;-82.02;-100.0;1.8;1.4
285;-83.73;-70.66;-74.66;-71.07;-65.71;-77.31;2.2;1.5
286;-77.73;-68.37;-79.62;-61.04;-70.04;-68.63;2.0;1.7
287;-72.67;-59.57;-100.0;-67.86;-70.41;-58.73;2.4;1.8
288;-75.83;-100.0;-75.56;-100.0;-71.66;-67.37;2.4;1.7
289;-74.28;-83.99;-77.6;-61.44;-68.37;-67.27;2.3;1.4
290;-58.32;-68.64;-78.55;-54.57;-62.97;-66.81;2.6;1.4
291;-71.62;-100.0;-85.93;-64.25;-68.65;-70.89;2.4;1.3
292;-75.1;-77.53;-72.87;-72.43;-75.12;-71.39;2.5;1.2
293;-68.19;-70.71;-100.0;-73.94;-62.79;-75.44;3.0;1.3
294;-100.0;-72.01;-76.88;-74.12;-73.58;-76.65;2.9;1.3
295;-71.11;-85.65;-82.52;-81.23;-77.34;-69.9;2.7;1.7
296;-100.0;-81.66;-80.43;-62.68;-73.66;-78.82;2.8;1.9
297;-67.83;-65.9;-100.0;-63.41;-73.18;-72.17;2.4;2.0
298;-77.06;-77.44;-79.67;-68.27;-75.85;-72.54;2.4;2.0
299;-74.27;-79.83;-74.77;-67.33;-77.11;-72.7;2.0;2.1
300;-72.48;-80.14;-71.0;-63.08;-100.0;-100.0;1.5;2.1
301;-72.71;-73.97;-78.95;-63.33;-69.79;-73.62;1.7;2.2
302;-82.71;-82.77;-76.18;-62.06;-69.87;-69.61;1.1;2.5
303;-73.93;-100.0;-73.0;-60.74;-69.58;-61.02;0.9;2.4
304;-82.95;-69.33;-75.22;-57.39;-67.83;-76.08;0.6;2.2
305;-70.99;-78.58;-71.78;-50.45;-100.0;-68.11;0.9;2.5
306;-64.32;-71.04;-74.9;-63.71;-72.42;-72.29;0.8;2.6
307;-79.04;-81.8;-75.42;-62.28;-76.37;-67.59;0.8;2.5
308;-76.27;-71.55;-74.76;-62.13;-72.14;-75.9;1.3;1.8
309;-79.55;-70.55;-77.6;-59.17;-70.57;-62.23;1.0;2.0
310;-77.33;-78.27;-100.0;-52.94;-72.84;-77.34;1.0;1.9
311;-69.97;-73.47;-75.79;-53.78;-100.0;-75.04;1.3;1.8
312;-62.13;-76.26;-100.0;-100.0;-73.37;-74.98;1.7;2.1
313;-85.63;-76.44;-100.0;-55.61;-67.37;-74.09;1.2;2.3
314;-76.35;-69.37;-78.13;-59.44;-100.0;-77.9;0.8;2.2
315;-82.39;-77.27;-82.91;-64.2;-72.92;-59.91;0.5;2.1
316;-72.86;-76.01;-73.31;-66.17;-79.48;-67.2;0.6;1.9
317;-77.27;-71.39;-85.45;-100.0;-75.42;-70.0;0.4;1.5
318;-82.92;-68.43;-78.53;-66.47;-65.26;-75.57;1.0;1.5
319;-100.0;-84.27;-74.55;-61.53;-80.51;-77.78;1.3;1.4
320;-72.36;-77.53;-83.97;-53.27;-75.79;-74.89;0.5;1.4
321;-79.87;-65.52;-80.91;-55.83;-65.48;-79.16;1.0;1.3
322;-86.53;-83.23;-79.62;-66.8;-70.31;-100.0;1.2;2.2
323;-72.28;-73.72;-100.0;-57.83;-72.27;-72.84;0.9;2.3
324;-100.0;-74.39;-79.92;-58.79;-72.46;-73.15;1.5;2.8
325;-68.89;-69.67;-69.99;-76.38;-78.85;-100.0;2.0;3.1
326;-80.41;-83.28;-75.55;-74.29;-81.45;-70.84;2.0;3.0
327;-100.0;-79.66;-71.52;-54.87;-82.31;-61.94;1.6;3.0
328;-60.35;-73.84;-70.63;-64.86;-71.64;-71.09;1.8;3.7
329;-68.63;-76.51;-82.45;-71.93;-66.32;-71.02;1.9;3.3
330;-84.31;-85.0;-100.0;-100.0;-68.98;-67.61;1.5;3.2
331;-80.4;-86.77;-73.46;-63.63;-75.68;-65.97;1.6;3.2
332;-78.57;-78.36;-68.45;-71.11;-78.02;-77.45;1.8;3.7
333;-61.58;-70.05;-69.63;-76.43;-75.3;-100.0;2.5;3.8
334;-100.0;-78.06;-68.02;-67.15;-83.48;-71.94;2.4;3.6
335;-66.45;-68.71;-69.6;-100.0;-70.67;-72.63;2.3;3.8
336;-67.64;-65.61;-76.73;-70.2;-76.52;-66.37;2.4;4.1
337;-70.67;-69.53;-64.42;-100.0;-76.47;-58.01;2.3;3.8
338;-74.64;-81.88;-71.98;-65.51;-76.81;-73.51;1.8;3.7
339;-79.91;-76.37;-74.16;-64.63;-75.4;-69.63;1.7;4.0
340;-79.01;-65.39;-70.42;-67.72;-100.0;-75.01;1.8;3.6
341;-69.11;-76.66;-76.87;-59.72;-77.86;-70.95;1.8;3.0
342;-100.0;-78.48;-74.58;-61.86;-76.99;-71.42;1.9;2.9
343;-66.71;-74.0;-75.44;-63.41;-73.5;-73.18;2.1;3.0
344;-77.72;-93.81;-100.0;-60.3;-71.06;-64.6;1.6;3.2
345;-79.37;-79.69;-74.56;-68.23;-78.68;-67.8;1.3;3.0
346;-69.66;-70.03;-72.0;-58.08;-74.41;-64.72;1.0;2.8
347;-60.8;-100.0;-83.44;-59.1;-76.76;-66.88;0.4;2.9
