,t1,t4,t5,t6,x,y,o
131,-78.88,-57.84,-82.46,-84.4,0.3,0.3,0
132,-77.87,-67.38,-78.89,-71.19,0.2,0.3,0
133,-62.83,-61.57,-76.46,-74.23,0.1,0.3,0
134,-100.0,-52.64,-77.13,-73.05,0.0,0.3,0
135,-100.0,-59.95,-84.39,-68.44,0.0,0.4,0
136,-100.0,-61.03,-73.52,-100.0,0.1,0.4,0
137,-73.65,-66.74,-84.06,-77.14,0.2,0.4,0
138,-75.22,-71.93,-100.0,-72.45,0.3,0.4,0
139,-74.07,-100.0,-71.95,-77.15,0.4,0.4,0
140,-70.49,-61.84,-100.0,-78.81,0.5,0.4,0
141,-62.26,-54.08,-83.91,-68.95,0.6,0.4,0
142,-75.17,-69.29,-100.0,-76.46,0.7,0.4,0
143,-70.9,-68.61,-84.21,-76.35,0.8,0.4,0
144,-68.73,-63.13,-83.92,-100.0,0.9,0.4,0
145,-79.02,-65.6,-75.76,-74.17,1.0,0.4,0
146,-66.75,-67.06,-76.57,-76.62,1.1,0.4,0
147,-69.0,-76.93,-69.56,-67.69,1.2,0.4,0
148,-74.36,-70.8,-79.52,-77.15,1.3,0.4,0
149,-77.75,-69.94,-74.03,-75.62,1.4,0.4,0
150,-80.19,-67.43,-78.82,-80.16,1.5,0.4,0
151,-65.79,-80.15,-77.66,-72.32,1.6,0.4,0
152,-73.3,-76.86,-83.49,-76.35,1.7,0.4,0
153,-100.0,-70.02,-81.8,-71.62,1.8,0.4,0
154,-62.74,-74.9,-78.14,-100.0,1.9,0.4,0
155,-71.97,-74.07,-80.85,-72.31,2.0,0.4,0
156,-100.0,-73.94,-75.1,-77.59,2.1,0.4,0
157,-66.92,-74.0,-78.02,-70.61,2.2,0.4,0
158,-71.05,-75.24,-83.65,-76.45,2.3,0.4,0
159,-68.47,-72.83,-79.54,-69.01,2.4,0.4,0
160,-73.64,-72.92,-73.8,-73.02,2.5,0.4,0
161,-65.05,-65.88,-80.22,-78.59,2.6,0.4,0
162,-66.75,-70.75,-100.0,-68.89,2.7,0.4,0
163,-59.19,-82.65,-73.49,-73.19,2.8,0.4,0
164,-100.0,-75.1,-74.17,-100.0,2.9,0.4,0
165,-73.89,-62.58,-71.48,-70.05,3.0,0.4,0
166,-59.01,-65.43,-85.07,-67.87,3.1,0.4,0
167,-59.42,-75.08,-76.99,-73.1,3.2,0.4,0
168,-57.82,-73.84,-77.13,-76.53,3.3,0.4,0
169,-68.32,-77.8,-100.0,-75.29,3.3,0.5,0
170,-57.57,-73.64,-100.0,-75.55,3.2,0.5,0
171,-100.0,-75.36,-84.66,-78.42,3.1,0.5,0
172,-63.68,-82.25,-69.44,-71.98,3.0,0.5,0
173,-69.44,-79.95,-83.72,-81.24,2.9,0.5,0
174,-60.02,-100.0,-71.42,-68.15,2.8,0.5,0
175,-60.23,-79.01,-83.18,-74.91,2.7,0.5,0
176,-67.16,-81.2,-82.72,-61.8,2.6,0.5,0
177,-58.71,-82.05,-100.0,-71.87,2.5,0.5,0
178,-72.39,-81.11,-75.89,-75.58,2.4,0.5,0
179,-70.68,-70.4,-78.38,-74.24,2.3,0.5,0
180,-100.0,-71.7,-100.0,-73.9,2.2,0.5,0
181,-68.47,-100.0,-88.76,-61.59,2.1,0.5,0
182,-72.44,-76.53,-75.27,-70.06,2.0,0.5,0
183,-79.99,-75.07,-74.95,-77.65,1.9,0.5,0
184,-66.39,-100.0,-79.98,-69.75,1.8,0.5,0
185,-100.0,-71.08,-78.19,-65.62,1.7,0.5,0
186,-100.0,-100.0,-79.21,-75.54,1.6,0.5,0
187,-73.21,-64.96,-100.0,-70.05,1.5,0.5,0
188,-72.53,-53.55,-100.0,-100.0,1.4,0.5,0
189,-75.99,-100.0,-78.05,-76.11,1.3,0.5,0
190,-70.91,-66.36,-82.68,-73.84,1.2,0.5,0
191,-100.0,-66.17,-78.01,-68.97,1.1,0.5,0
192,-72.94,-100.0,-89.77,-79.71,1.0,0.5,0
193,-71.75,-68.2,-78.65,-81.79,0.9,0.5,0
194,-68.72,-67.63,-76.24,-70.3,0.8,0.5,0
195,-74.67,-74.27,-81.75,-70.98,0.7,0.5,0
196,-78.87,-60.82,-100.0,-78.04,0.6,0.5,0
197,-71.36,-100.0,-90.81,-100.0,0.5,0.5,0
198,-76.15,-60.2,-69.34,-73.61,0.4,0.5,0
199,-72.48,-60.54,-71.17,-68.88,0.3,0.5,0
200,-68.25,-65.39,-78.63,-69.48,0.2,0.5,0
201,-71.9,-61.85,-80.46,-72.55,0.1,0.5,0
202,-81.12,-56.53,-86.16,-73.95,0.0,0.5,0
203,-70.91,-60.54,-60.28,-75.45,0.0,0.6,0
204,-76.68,-63.49,-82.06,-80.49,0.1,0.6,0
205,-76.99,-59.85,-82.01,-66.62,0.2,0.6,0
206,-70.09,-51.6,-70.69,-67.69,0.3,0.6,0
207,-80.48,-57.91,-73.11,-71.77,0.4,0.6,0
208,-73.38,-62.82,-70.31,-79.82,0.5,0.6,0
209,-80.39,-58.91,-77.18,-73.85,0.6,0.6,0
210,-73.48,-61.67,-77.99,-73.81,0.7,0.6,0
211,-71.18,-76.85,-75.8,-71.76,0.8,0.6,0
212,-70.49,-62.48,-80.2,-81.24,0.9,0.6,0
213,-77.71,-76.67,-80.13,-76.39,1.0,0.6,0
214,-72.23,-71.97,-100.0,-69.49,1.1,0.6,0
215,-73.18,-76.54,-83.25,-80.87,1.2,0.6,0
216,-66.16,-63.34,-84.16,-72.65,1.3,0.6,0
217,-69.79,-71.84,-100.0,-78.0,1.4,0.6,0
218,-100.0,-63.78,-80.32,-81.6,1.5,0.6,0
219,-65.97,-100.0,-76.86,-100.0,1.6,0.6,0
220,-74.06,-70.08,-100.0,-72.59,1.7,0.6,0
221,-73.4,-74.63,-86.92,-71.76,1.8,0.6,0
222,-72.71,-78.16,-100.0,-64.87,1.9,0.6,0
223,-66.39,-100.0,-77.23,-77.8,2.0,0.6,0
224,-72.61,-74.04,-79.57,-69.01,2.1,0.6,0
225,-72.07,-71.91,-83.54,-82.98,2.2,0.6,0
226,-69.0,-75.82,-79.35,-83.29,2.3,0.6,0
227,-74.92,-73.16,-71.66,-75.25,2.4,0.6,0
228,-71.13,-72.5,-84.95,-72.01,2.5,0.6,0
229,-72.06,-100.0,-77.85,-76.6,2.6,0.6,0
230,-70.03,-100.0,-78.32,-74.64,2.7,0.6,0
231,-100.0,-76.81,-75.3,-75.42,2.8,0.6,0
232,-68.84,-100.0,-69.23,-69.79,2.9,0.6,0
233,-66.4,-72.07,-74.61,-70.33,3.0,0.6,0
234,-62.58,-72.43,-82.64,-77.24,3.1,0.6,0
235,-65.59,-77.86,-79.13,-77.38,3.2,0.6,0
236,-64.16,-100.0,-74.41,-74.05,3.3,0.6,0
237,-58.59,-75.35,-76.26,-76.59,3.3,0.7,0
238,-59.22,-79.27,-77.0,-70.54,3.2,0.7,0
239,-60.01,-100.0,-84.56,-63.83,3.1,0.7,0
240,-67.12,-75.72,-80.56,-68.38,3.0,0.7,0
241,-60.99,-69.3,-74.39,-70.77,2.9,0.7,0
242,-100.0,-71.45,-75.83,-83.31,2.8,0.7,0
243,-59.88,-74.59,-80.08,-100.0,2.7,0.7,0
244,-60.89,-73.99,-75.74,-78.11,2.6,0.7,0
245,-100.0,-100.0,-80.47,-76.73,2.5,0.7,0
246,-100.0,-82.02,-84.23,-66.45,2.4,0.7,0
247,-71.64,-74.88,-80.05,-73.63,2.3,0.7,0
248,-77.81,-100.0,-75.3,-73.11,2.2,0.7,0
249,-74.36,-76.51,-85.1,-73.98,2.1,0.7,0
250,-69.45,-66.34,-77.78,-71.22,2.0,0.7,0
251,-76.13,-76.32,-77.3,-87.01,1.9,0.7,0
252,-76.12,-100.0,-86.52,-73.53,1.8,0.7,0
253,-72.18,-72.26,-81.58,-100.0,1.7,0.7,0
254,-75.57,-100.0,-78.41,-71.45,1.6,0.7,0
255,-75.2,-73.66,-73.98,-74.6,1.5,0.7,0
256,-68.44,-71.82,-83.31,-100.0,1.4,0.7,0
257,-78.36,-76.31,-77.31,-71.71,1.3,0.7,0
258,-70.44,-73.07,-83.54,-75.94,1.2,0.7,0
259,-73.4,-100.0,-76.61,-74.8,1.1,0.7,0
260,-65.82,-100.0,-80.54,-74.61,1.0,0.7,0
261,-70.48,-64.06,-81.26,-70.95,0.9,0.7,0
262,-78.65,-58.64,-79.65,-76.22,0.8,0.7,0
263,-60.6,-65.12,-78.37,-69.79,0.7,0.7,0
264,-76.02,-71.11,-71.67,-70.81,0.6,0.7,0
265,-100.0,-58.07,-78.02,-74.84,0.5,0.7,0
266,-71.33,-65.38,-87.33,-74.27,0.4,0.7,0
267,-72.33,-70.19,-73.77,-73.41,0.3,0.7,0
268,-83.58,-67.47,-100.0,-100.0,0.2,0.7,0
269,-71.11,-72.07,-79.5,-72.48,0.1,0.7,0
270,-70.4,-66.0,-80.39,-70.88,0.0,0.7,0
271,-71.03,-63.43,-77.51,-67.09,0.0,0.8,0
272,-72.11,-73.05,-70.51,-77.43,0.1,0.8,0
273,-80.03,-69.48,-76.55,-75.26,0.2,0.8,0
274,-70.01,-100.0,-78.07,-71.61,0.3,0.8,0
275,-87.89,-59.36,-85.07,-68.96,0.4,0.8,0
276,-74.93,-74.02,-73.83,-74.41,0.5,0.8,0
277,-65.43,-66.45,-82.63,-80.61,0.6,0.8,0
278,-82.27,-69.15,-78.16,-72.11,0.7,0.8,0
279,-78.41,-70.92,-79.56,-84.23,0.8,0.8,0
280,-70.0,-73.42,-80.85,-74.38,0.9,0.8,0
281,-77.51,-74.0,-73.28,-70.16,1.0,0.8,0
282,-70.64,-71.52,-71.42,-75.22,1.1,0.8,0
283,-81.73,-69.59,-77.86,-71.23,1.2,0.8,0
284,-79.98,-72.68,-88.83,-100.0,1.3,0.8,0
285,-71.46,-70.78,-88.51,-81.0,1.4,0.8,0
286,-88.99,-100.0,-72.54,-72.95,1.5,0.8,0
287,-100.0,-71.6,-76.53,-100.0,1.6,0.8,0
288,-69.42,-75.43,-78.92,-71.03,1.7,0.8,0
289,-74.42,-73.3,-77.04,-82.39,1.8,0.8,0
290,-77.36,-71.53,-76.51,-77.51,1.9,0.8,0
291,-65.61,-69.93,-71.52,-75.31,2.0,0.8,0
292,-69.36,-76.01,-81.25,-100.0,2.1,0.8,0
293,-70.65,-68.44,-100.0,-72.13,2.2,0.8,0
294,-58.92,-83.24,-74.82,-70.5,2.3,0.8,0
295,-70.5,-77.13,-73.96,-75.31,2.4,0.8,0
296,-64.38,-75.77,-73.58,-80.39,2.5,0.8,0
297,-70.53,-72.95,-76.44,-70.5,2.6,0.8,0
298,-61.91,-76.36,-78.85,-80.5,2.7,0.8,0
299,-63.09,-63.75,-83.19,-78.61,2.8,0.8,0
300,-73.94,-70.48,-76.64,-72.86,2.9,0.8,0
301,-72.57,-69.27,-80.35,-68.31,3.0,0.8,0
302,-68.69,-89.18,-76.77,-75.28,3.1,0.8,0
303,-64.94,-70.72,-65.21,-78.29,3.2,0.8,0
304,-71.8,-81.82,-73.79,-74.75,3.3,0.8,0
305,-66.65,-100.0,-81.41,-100.0,3.3,0.9,0
306,-61.3,-79.26,-73.65,-76.38,3.2,0.9,0
307,-69.74,-75.46,-80.11,-74.37,3.1,0.9,0
308,-62.82,-73.25,-78.65,-67.22,3.0,0.9,0
309,-72.81,-65.25,-70.43,-71.14,2.9,0.9,0
310,-66.25,-70.89,-83.93,-76.05,2.8,0.9,0
311,-69.67,-78.77,-79.99,-71.97,2.7,0.9,0
312,-64.08,-100.0,-100.0,-68.82,2.6,0.9,0
313,-65.56,-70.21,-81.07,-85.6,2.5,0.9,0
314,-66.42,-79.81,-76.52,-75.65,2.4,0.9,0
315,-71.03,-75.08,-89.04,-66.68,2.3,0.9,0
316,-69.11,-67.72,-100.0,-70.11,2.2,0.9,0
317,-71.51,-69.98,-76.54,-72.52,2.1,0.9,0
318,-74.36,-72.47,-84.13,-74.88,2.0,0.9,0
319,-73.02,-62.79,-79.91,-77.49,1.9,0.9,0
320,-76.62,-80.24,-73.04,-75.55,1.8,0.9,0
321,-72.07,-66.25,-77.32,-73.79,1.7,0.9,0
322,-76.49,-73.87,-78.38,-77.29,1.6,0.9,0
323,-100.0,-77.99,-77.21,-85.69,1.5,0.9,0
324,-75.45,-64.7,-70.9,-63.95,1.4,0.9,0
325,-76.58,-100.0,-78.97,-74.11,1.3,0.9,0
326,-76.3,-79.48,-80.63,-72.51,1.2,0.9,0
327,-100.0,-61.92,-80.49,-79.93,1.1,0.9,0
328,-87.98,-67.55,-80.31,-77.43,1.0,0.9,0
329,-77.61,-73.41,-74.43,-72.89,0.9,0.9,0
330,-68.55,-70.47,-77.38,-100.0,0.8,0.9,0
331,-76.22,-59.58,-75.04,-68.84,0.7,0.9,0
332,-100.0,-66.76,-75.53,-65.82,0.6,0.9,0
333,-77.12,-59.7,-70.07,-77.91,0.5,0.9,0
334,-71.12,-64.62,-73.29,-79.89,0.4,0.9,0
335,-70.1,-67.12,-84.11,-100.0,0.3,0.9,0
336,-77.97,-72.51,-84.64,-72.02,0.2,0.9,0
337,-100.0,-68.91,-77.73,-77.32,0.1,0.9,0
338,-71.49,-71.51,-77.61,-77.44,0.0,0.9,0
339,-71.39,-68.87,-79.46,-73.15,0.0,1.0,0
340,-100.0,-61.8,-77.14,-73.33,0.1,1.0,0
341,-79.93,-72.49,-72.3,-70.64,0.2,1.0,0
342,-74.53,-100.0,-100.0,-100.0,0.3,1.0,0
343,-75.15,-69.47,-84.02,-69.68,0.4,1.0,0
344,-73.1,-71.31,-71.92,-76.06,0.5,1.0,0
345,-73.81,-63.56,-82.84,-77.17,0.6,1.0,0
346,-100.0,-68.22,-72.3,-67.0,0.7,1.0,0
347,-77.92,-70.68,-74.39,-100.0,0.8,1.0,0
348,-71.24,-71.36,-85.67,-75.07,0.9,1.0,0
349,-83.42,-62.87,-69.4,-73.45,1.0,1.0,0
350,-79.85,-100.0,-85.9,-69.9,1.1,1.0,0
351,-81.3,-64.58,-77.4,-77.05,1.2,1.0,0
352,-74.98,-66.44,-100.0,-73.72,1.3,1.0,0
353,-71.61,-74.11,-70.24,-69.64,1.4,1.0,0
354,-80.31,-67.22,-71.33,-73.13,1.5,1.0,0
355,-67.94,-100.0,-100.0,-74.78,1.6,1.0,0
356,-67.62,-67.98,-75.19,-73.93,1.7,1.0,0
357,-72.0,-80.4,-71.63,-71.41,1.8,1.0,0
358,-77.72,-100.0,-66.04,-67.68,1.9,1.0,0
359,-69.25,-72.83,-77.63,-67.76,2.0,1.0,0
360,-65.36,-72.07,-75.87,-73.5,2.1,1.0,0
361,-75.28,-77.16,-74.93,-67.16,2.2,1.0,0
362,-67.58,-66.46,-82.61,-67.16,2.3,1.0,0
363,-74.08,-79.19,-71.43,-71.76,2.4,1.0,0
364,-69.19,-77.7,-76.79,-72.19,2.5,1.0,0
365,-70.79,-68.82,-68.33,-66.86,2.6,1.0,0
366,-68.12,-71.61,-82.47,-71.66,2.7,1.0,0
367,-61.83,-74.11,-73.16,-70.01,2.8,1.0,0
368,-66.76,-71.37,-71.34,-68.18,2.9,1.0,0
369,-70.71,-77.57,-71.71,-80.54,3.0,1.0,0
370,-66.12,-72.85,-76.39,-73.23,3.1,1.0,0
371,-70.95,-75.25,-88.68,-71.27,3.2,1.0,0
372,-70.92,-72.57,-79.45,-75.83,3.3,1.0,0
373,-100.0,-76.06,-76.9,-72.07,3.3,1.1,0
374,-68.46,-82.03,-80.83,-65.7,3.2,1.1,0
375,-67.24,-100.0,-77.36,-70.45,3.1,1.1,0
376,-65.13,-80.76,-75.39,-67.74,3.0,1.1,0
377,-69.0,-100.0,-73.37,-72.22,2.9,1.1,0
378,-63.67,-85.77,-76.5,-71.05,2.8,1.1,0
379,-68.64,-71.09,-80.01,-79.61,2.7,1.1,0
380,-72.33,-73.59,-72.39,-76.24,2.6,1.1,0
381,-65.63,-82.69,-80.42,-64.27,2.5,1.1,0
382,-71.52,-80.11,-80.42,-70.67,2.4,1.1,0
383,-65.93,-78.65,-83.92,-73.54,2.3,1.1,0
384,-71.22,-100.0,-76.18,-76.76,2.2,1.1,0
385,-63.96,-65.04,-75.26,-100.0,2.1,1.1,0
386,-82.16,-76.48,-74.57,-68.98,2.0,1.1,0
387,-77.43,-72.26,-86.87,-76.91,1.9,1.1,0
388,-81.71,-74.46,-83.04,-70.06,1.8,1.1,0
389,-75.53,-65.52,-75.85,-71.32,1.7,1.1,0
390,-65.85,-100.0,-79.92,-75.23,1.6,1.1,0
391,-83.7,-71.33,-82.06,-73.34,1.5,1.1,0
392,-72.58,-66.78,-70.09,-90.24,1.4,1.1,0
393,-100.0,-74.21,-76.33,-100.0,1.3,1.1,0
394,-73.42,-69.23,-79.29,-70.42,1.2,1.1,0
395,-81.45,-69.17,-75.36,-74.85,1.1,1.1,0
396,-72.91,-100.0,-72.78,-100.0,1.0,1.1,0
397,-75.37,-73.49,-79.58,-85.89,0.9,1.1,0
398,-74.33,-78.63,-73.24,-75.0,0.8,1.1,0
399,-72.31,-67.04,-78.62,-77.35,0.7,1.1,0
400,-74.9,-100.0,-76.12,-67.43,0.6,1.1,0
401,-100.0,-70.76,-81.56,-71.05,0.5,1.1,0
402,-73.46,-74.5,-75.69,-100.0,0.4,1.1,0
403,-79.33,-61.04,-77.3,-62.98,0.3,1.1,0
404,-76.48,-73.07,-100.0,-72.4,0.2,1.1,0
405,-82.9,-79.22,-100.0,-100.0,0.1,1.1,0
406,-75.59,-68.61,-77.44,-76.23,0.0,1.1,0
407,-73.75,-63.76,-81.13,-74.71,0.0,1.2,0
408,-76.69,-70.37,-86.12,-73.23,0.1,1.2,0
409,-67.76,-70.56,-79.24,-76.26,0.2,1.2,0
410,-70.17,-59.9,-76.86,-72.15,0.3,1.2,0
411,-74.08,-70.0,-87.61,-69.82,0.4,1.2,0
412,-63.12,-72.29,-79.25,-74.75,0.5,1.2,0
413,-73.97,-66.02,-75.33,-68.98,0.6,1.2,0
414,-82.63,-100.0,-75.63,-80.31,0.7,1.2,0
415,-83.65,-100.0,-70.79,-72.23,0.8,1.2,0
416,-73.06,-72.48,-77.16,-86.15,0.9,1.2,0
417,-84.31,-70.73,-100.0,-73.78,1.0,1.2,0
418,-77.05,-81.33,-78.07,-100.0,1.1,1.2,0
419,-72.61,-72.31,-71.13,-87.24,1.2,1.2,0
420,-76.5,-79.81,-80.28,-77.72,1.3,1.2,0
421,-79.03,-67.69,-69.48,-78.6,1.4,1.2,0
422,-74.09,-69.4,-71.32,-70.87,1.5,1.2,0
423,-68.11,-79.03,-74.08,-76.99,1.6,1.2,0
424,-72.02,-65.76,-78.55,-100.0,1.7,1.2,0
425,-74.56,-76.38,-79.24,-69.91,1.8,1.2,0
426,-78.75,-73.97,-76.0,-74.65,1.9,1.2,0
427,-69.05,-73.68,-80.03,-65.93,2.0,1.2,0
428,-73.7,-71.9,-84.78,-76.68,2.1,1.2,0
429,-68.87,-76.41,-79.53,-77.57,2.2,1.2,0
430,-72.09,-70.76,-83.66,-67.0,2.3,1.2,0
431,-72.73,-82.96,-77.81,-78.04,2.4,1.2,0
432,-69.26,-67.35,-82.23,-69.02,2.5,1.2,0
433,-63.47,-78.11,-80.91,-78.13,2.6,1.2,0
434,-68.42,-100.0,-84.01,-75.31,2.7,1.2,0
435,-66.78,-74.17,-81.34,-66.04,2.8,1.2,0
