;t1;t2;t3;t4;t5;t6;x;y
215;-75.4;-73.24;-75.84;-69.52;-70.72;-76.08;2.5;0.7
216;-76.08;-73.12;-75.08;-69.2;-70.48;-75.52;2.4;0.7
217;-76.76;-73.0;-74.32;-68.88;-70.24;-74.96;2.3;0.7
218;-77.44;-72.88;-73.56;-68.56;-70.0;-74.4;2.2;0.7
219;-77.04;-73.32;-73.88;-66.28;-69.16;-73.64;2.1;0.7
220;-76.4;-74.0;-75.0;-66.24;-70.96;-74.24;2.0;0.7
221;-75.76;-74.68;-76.12;-66.2;-72.76;-74.84;1.9;0.7
222;-75.12;-75.36;-77.24;-66.16;-74.56;-75.44;1.8;0.7
223;-74.48;-76.04;-78.36;-66.12;-76.36;-76.04;1.7;0.7
224;-72.76;-75.72;-78.68;-65.48;-75.16;-77.76;1.6;0.7
225;-72.68;-75.4;-78.84;-64.2;-74.44;-77.4;1.5;0.7
226;-72.6;-75.08;-79.0;-62.92;-73.72;-77.04;1.4;0.7
227;-72.52;-74.76;-79.16;-61.64;-73.0;-76.68;1.3;0.7
228;-72.44;-74.44;-79.32;-60.36;-72.28;-76.32;1.2;0.7
229;-71.96;-73.48;-77.56;-59.8;-73.6;-76.72;1.1;0.7
230;-73.36;-73.72;-77.08;-59.4;-73.8;-75.92;1.0;0.7
231;-74.76;-73.96;-76.6;-59.0;-74.0;-75.12;0.9;0.7
232;-76.16;-74.2;-76.12;-58.6;-74.2;-74.32;0.8;0.7
233;-77.64;-73.24;-76.44;-60.28;-71.44;-71.76;0.7;0.7
234;-78.24;-73.4;-77.2;-59.04;-71.92;-71.52;0.6;0.7
235;-78.84;-73.56;-77.96;-57.8;-72.4;-71.28;0.5;0.7
236;-79.44;-73.72;-78.72;-56.56;-72.88;-71.04;0.4;0.7
237;-80.04;-73.88;-79.48;-55.32;-73.36;-70.8;0.3;0.7
238;-80.64;-74.04;-80.24;-54.08;-73.84;-70.56;0.2;0.7
239;-79.76;-73.36;-80.36;-55.12;-72.56;-70.64;0.2;0.8
240;-79.16;-73.2;-79.6;-56.36;-72.08;-70.88;0.3;0.8
241;-78.56;-73.04;-78.84;-57.6;-71.6;-71.12;0.4;0.8
242;-77.96;-72.88;-78.08;-58.84;-71.12;-71.36;0.5;0.8
243;-77.36;-72.72;-77.32;-60.08;-70.64;-71.6;0.6;0.8
244;-76.76;-72.56;-76.56;-61.32;-70.16;-71.84;0.7;0.8
245;-75.24;-74.12;-75.84;-58.6;-74.4;-75.28;0.8;0.8
246;-73.84;-73.88;-76.32;-59.0;-74.2;-76.08;0.9;0.8
247;-72.44;-73.64;-76.8;-59.4;-74.0;-76.88;1.0;0.8
248;-71.04;-73.4;-77.28;-59.8;-73.8;-77.68;1.1;0.8
249;-72.46;-74.96;-79.68;-60.44;-71.92;-76.68;1.2;0.8
250;-72.54;-75.28;-79.52;-61.72;-72.64;-77.04;1.3;0.8
251;-72.62;-75.6;-79.36;-63.0;-73.36;-77.4;1.4;0.8
252;-72.7;-75.92;-79.2;-64.28;-74.08;-77.76;1.5;0.8
253;-72.78;-76.24;-79.04;-65.56;-74.8;-78.12;1.6;0.8
254;-75.32;-76.56;-78.64;-65.88;-76.24;-75.36;1.7;0.8
255;-75.96;-75.88;-77.52;-65.92;-74.44;-74.76;1.8;0.8
256;-76.6;-75.2;-76.4;-65.96;-72.64;-74.16;1.9;0.8
257;-77.24;-74.52;-75.28;-66.0;-70.84;-73.56;2.0;0.8
258;-77.88;-73.84;-74.16;-66.04;-69.04;-72.96;2.1;0.8
259;-78.16;-73.52;-74.24;-69.44;-71.2;-74.4;2.2;0.8
260;-77.48;-73.64;-75.0;-69.76;-71.44;-74.96;2.3;0.8
261;-76.8;-73.76;-75.76;-70.08;-71.68;-75.52;2.4;0.8
262;-76.12;-73.88;-76.52;-70.4;-71.92;-76.08;2.5;0.8
263;-75.44;-74.0;-77.28;-70.72;-72.16;-76.64;2.6;0.8
264;-69.96;-70.88;-77.2;-69.72;-71.44;-75.52;2.7;0.8
265;-70.76;-70.8;-78.0;-69.84;-69.72;-76.08;2.8;0.8
266;-71.56;-70.72;-78.8;-69.96;-68.0;-76.64;2.9;0.8
267;-72.36;-70.64;-79.6;-70.08;-66.28;-77.2;3.0;0.8
268;-73.16;-70.56;-80.4;-70.2;-64.56;-77.76;3.1;0.8
269;-72.28;-70.12;-80.8;-70.64;-65.44;-77.2;3.1;0.9
270;-71.48;-70.2;-80.0;-70.52;-67.16;-76.64;3.0;0.9
271;-70.68;-70.28;-79.2;-70.4;-68.88;-76.08;2.9;0.9
272;-69.88;-70.36;-78.4;-70.28;-70.6;-75.52;2.8;0.9
273;-69.08;-70.44;-77.6;-70.16;-72.32;-74.96;2.7;0.9
274;-76.16;-74.64;-77.96;-71.6;-73.36;-76.64;2.6;0.9
275;-76.84;-74.52;-77.2;-71.28;-73.12;-76.08;2.5;0.9
276;-77.52;-74.4;-76.44;-70.96;-72.88;-75.52;2.4;0.9
277;-78.2;-74.28;-75.68;-70.64;-72.64;-74.96;2.3;0.9
278;-78.88;-74.16;-74.92;-70.32;-72.4;-74.4;2.2;0.9
279;-78.72;-74.36;-74.44;-65.8;-68.92;-72.28;2.1;0.9
280;-78.08;-75.04;-75.56;-65.76;-70.72;-72.88;2.0;0.9
281;-77.44;-75.72;-76.68;-65.72;-72.52;-73.48;1.9;0.9
282;-76.8;-76.4;-77.8;-65.68;-74.32;-74.08;1.8;0.9
283;-76.16;-77.08;-78.92;-65.64;-76.12;-74.68;1.7;0.9
284;-72.8;-76.76;-79.4;-65.64;-74.44;-78.48;1.6;0.9
285;-72.72;-76.44;-79.56;-64.36;-73.72;-78.12;1.5;0.9
286;-72.64;-76.12;-79.72;-63.08;-73.0;-77.76;1.4;0.9
287;-72.56;-75.8;-79.88;-61.8;-72.28;-77.4;1.3;0.9
288;-72.48;-75.48;-80.04;-60.52;-71.56;-77.04;1.2;0.9
289;-70.12;-73.32;-77.0;-59.8;-74.0;-78.64;1.1;0.9
290;-71.52;-73.56;-76.52;-59.4;-74.2;-77.84;1.0;0.9
291;-72.92;-73.8;-76.04;-59.0;-74.4;-77.04;0.9;0.9
292;-74.32;-74.04;-75.56;-58.6;-74.6;-76.24;0.8;0.9
293;-75.88;-71.88;-76.68;-62.36;-68.88;-71.92;0.7;0.9
294;-76.48;-72.04;-77.44;-61.12;-69.36;-71.68;0.6;0.9
295;-77.08;-72.2;-78.2;-59.88;-69.84;-71.44;0.5;0.9
296;-77.68;-72.36;-78.96;-58.64;-70.32;-71.2;0.4;0.9
297;-78.28;-72.52;-79.72;-57.4;-70.8;-70.96;0.3;0.9
298;-78.88;-72.68;-80.48;-56.16;-71.28;-70.72;0.2;0.9
299;-78.0;-72.0;-80.6;-57.2;-70.0;-70.8;0.2;1.0
300;-77.36;-72.44;-79.44;-57.4;-71.0;-71.92;0.3;1.0
301;-76.72;-72.88;-78.28;-57.6;-72.0;-73.04;0.4;1.0
302;-76.08;-73.32;-77.12;-57.8;-73.0;-74.16;0.5;1.0
303;-75.44;-73.76;-75.96;-58.0;-74.0;-75.28;0.6;1.0
304;-74.8;-74.2;-74.8;-58.2;-75.0;-76.4;0.7;1.0
305;-74.34;-74.56;-75.92;-58.68;-74.24;-76.6;0.8;1.0
306;-73.88;-74.92;-77.04;-59.16;-73.48;-76.8;0.9;1.0
307;-73.42;-75.28;-78.16;-59.64;-72.72;-77.0;1.0;1.0
308;-72.96;-75.64;-79.28;-60.12;-71.96;-77.2;1.1;1.0
309;-72.5;-76.0;-80.4;-60.6;-71.2;-77.4;1.2;1.0
310;-73.4;-76.32;-80.16;-61.56;-72.16;-76.72;1.3;1.0
311;-74.3;-76.64;-79.92;-62.52;-73.12;-76.04;1.4;1.0
312;-75.2;-76.96;-79.68;-63.48;-74.08;-75.36;1.5;1.0
313;-76.1;-77.28;-79.44;-64.44;-75.04;-74.68;1.6;1.0
314;-77.0;-77.6;-79.2;-65.4;-76.0;-74.0;1.7;1.0
315;-77.52;-77.04;-78.48;-66.56;-75.52;-74.08;1.8;1.0
316;-78.04;-76.48;-77.76;-67.72;-75.04;-74.16;1.9;1.0
317;-78.56;-75.92;-77.04;-68.88;-74.56;-74.24;2.0;1.0
318;-79.08;-75.36;-76.32;-70.04;-74.08;-74.32;2.1;1.0
319;-79.6;-74.8;-75.6;-71.2;-73.6;-74.4;2.2;1.0
320;-77.32;-73.84;-76.08;-71.08;-73.52;-74.4;2.3;1.0
321;-75.04;-72.88;-76.56;-70.96;-73.44;-74.4;2.4;1.0
322;-72.76;-71.92;-77.04;-70.84;-73.36;-74.4;2.5;1.0
323;-70.48;-70.96;-77.52;-70.72;-73.28;-74.4;2.6;1.0
324;-68.2;-70.0;-78.0;-70.6;-73.2;-74.4;2.7;1.0
325;-69.32;-70.08;-78.0;-71.28;-72.64;-75.36;2.8;1.0
326;-70.44;-70.16;-78.0;-71.96;-72.08;-76.32;2.9;1.0
327;-71.56;-70.24;-78.0;-72.64;-71.52;-77.28;3.0;1.0
328;-72.68;-70.32;-78.0;-73.32;-70.96;-78.24;3.1;1.0
329;-72.84;-70.52;-78.0;-73.16;-69.56;-78.12;3.1;1.1
330;-71.72;-70.44;-78.0;-72.48;-70.12;-77.16;3.0;1.1
331;-70.6;-70.36;-78.0;-71.8;-70.68;-76.2;2.9;1.1
332;-69.48;-70.28;-78.0;-71.12;-71.24;-75.24;2.8;1.1
333;-68.36;-70.2;-78.0;-70.44;-71.8;-74.28;2.7;1.1
334;-69.68;-70.88;-77.84;-69.68;-72.12;-74.28;2.6;1.1
335;-71.96;-71.84;-77.36;-69.8;-72.2;-74.28;2.5;1.1
336;-74.24;-72.8;-76.88;-69.92;-72.28;-74.28;2.4;1.1
337;-76.52;-73.76;-76.4;-70.04;-72.36;-74.28;2.3;1.1
338;-78.8;-74.72;-75.92;-70.16;-72.44;-74.28;2.2;1.1
339;-78.32;-74.32;-75.84;-71.16;-74.36;-74.56;2.1;1.1
340;-77.8;-74.88;-76.56;-70.0;-74.84;-74.48;2.0;1.1
341;-77.28;-75.44;-77.28;-68.84;-75.32;-74.4;1.9;1.1
342;-76.76;-76.0;-78.0;-67.68;-75.8;-74.32;1.8;1.1
343;-76.24;-76.56;-78.72;-66.52;-76.28;-74.24;1.7;1.1
344;-76.8;-77.52;-78.16;-64.16;-75.32;-73.8;1.6;1.1
345;-75.9;-77.2;-78.4;-63.2;-74.36;-74.48;1.5;1.1
346;-75.0;-76.88;-78.64;-62.24;-73.4;-75.16;1.4;1.1
347;-74.1;-76.56;-78.88;-61.28;-72.44;-75.84;1.3;1.1
