;t1;t2;t3;t4;t5;t6;x;y
46;-69.96;-69.88;-77.28;-68.04;-66.92;-74.6;2.9;1.5
47;-69.96;-70.88;-78.0;-70.64;-67.04;-74.88;2.8;1.4
48;-68.84;-70.8;-78.0;-69.96;-67.6;-73.92;2.7;1.4
49;-76.28;-72.8;-75.6;-72.24;-75.4;-74.96;2.0;1.3
50;-76.8;-76.4;-77.8;-65.68;-74.32;-74.08;1.8;0.9
51;-77.0;-77.6;-79.2;-65.4;-76.0;-74.0;1.7;1.0
52;-76.24;-76.56;-78.72;-66.52;-76.28;-74.24;1.7;1.1
53;-75.52;-71.76;-75.12;-73.36;-75.68;-75.2;2.0;1.4
54;-78.0;-74.64;-76.24;-69.12;-71.28;-74.16;2.2;1.2
55;-73.64;-72.72;-77.16;-66.64;-68.0;-72.92;2.3;1.6
56;-69.96;-70.88;-78.0;-70.64;-67.04;-74.88;2.8;1.4
57;-71.88;-70.64;-78.0;-72.32;-68.72;-77.04;3.0;1.2
58;-75.44;-74.0;-77.28;-70.72;-72.16;-76.64;2.6;0.8
59;-73.12;-71.56;-75.4;-64.56;-68.76;-74.36;2.6;0.2
60;-76.04;-74.76;-78.56;-69.08;-74.08;-78.0;2.5;-0.0
61;-74.44;-72.44;-75.68;-66.2;-70.0;-75.36;2.5;0.2
62;-73.12;-71.56;-75.4;-64.56;-68.76;-74.36;2.6;0.2
63;-79.6;-77.16;-78.32;-69.56;-67.56;-79.12;3.0;0.1
64;-77.48;-75.72;-78.08;-68.48;-68.72;-78.16;2.9;0.1
65;-75.36;-74.28;-77.84;-67.4;-69.88;-77.2;2.8;0.1
66;-73.4;-73.0;-78.0;-65.8;-71.6;-76.0;2.7;-0.0
67;-73.92;-72.72;-76.84;-66.0;-70.8;-75.68;2.6;0.1
68;-72.92;-72.52;-76.8;-67.36;-69.92;-76.72;2.7;0.3
69;-73.64;-71.28;-74.24;-64.76;-67.96;-74.04;2.5;0.3
70;-76.76;-73.0;-74.32;-68.88;-70.24;-74.96;2.3;0.7
71;-75.72;-73.68;-76.72;-69.0;-71.2;-74.16;2.3;1.2
72;-77.32;-73.84;-76.08;-71.08;-73.52;-74.4;2.3;1.0
73;-76.0;-74.96;-77.52;-68.8;-76.08;-74.56;1.8;1.2
74;-78.72;-74.36;-74.44;-65.8;-68.92;-72.28;2.1;0.9
75;-77.88;-73.84;-74.16;-66.04;-69.04;-72.96;2.1;0.8
76;-77.24;-74.52;-75.28;-66.0;-70.84;-73.56;2.0;0.8
77;-77.04;-73.84;-76.08;-71.12;-75.12;-74.72;2.0;1.2
78;-76.8;-72.24;-74.88;-73.4;-74.92;-75.04;2.1;1.3
79;-71.68;-70.68;-77.32;-68.16;-68.0;-75.48;3.0;1.6
80;-72.16;-70.12;-76.96;-67.28;-68.36;-75.88;3.1;1.6
81;-70.92;-68.76;-76.56;-66.28;-67.64;-75.4;3.1;1.5
82;-73.0;-70.72;-78.0;-73.0;-68.16;-78.0;3.1;1.2
83;-71.88;-70.64;-78.0;-72.32;-68.72;-77.04;3.0;1.2
84;-69.8;-70.68;-78.0;-70.8;-68.44;-75.0;2.8;1.3
85;-70.76;-70.56;-78.0;-71.64;-69.28;-76.08;2.9;1.2
86;-76.52;-73.76;-76.4;-70.04;-72.36;-74.28;2.3;1.1
87;-78.2;-74.28;-75.68;-70.64;-72.64;-74.96;2.3;0.9
88;-75.04;-72.88;-76.56;-70.96;-73.44;-74.4;2.4;1.0
89;-72.6;-72.2;-76.0;-68.4;-68.8;-77.2;2.7;0.5
90;-74.2;-72.04;-77.6;-68.64;-65.36;-78.32;2.9;0.5
91;-73.96;-71.96;-74.48;-67.76;-68.32;-76.08;2.5;0.5
92;-72.6;-72.2;-76.0;-68.4;-68.8;-77.2;2.7;0.5
93;-79.44;-77.0;-77.92;-70.08;-67.0;-79.36;3.0;0.2
94;-74.88;-73.8;-76.64;-68.96;-68.2;-77.92;2.8;0.4
95;-71.56;-70.72;-78.8;-69.96;-68.0;-76.64;2.9;0.8
96;-72.52;-71.68;-77.2;-68.96;-67.96;-77.2;2.8;0.6
97;-71.64;-71.24;-77.6;-69.4;-68.84;-76.64;2.8;0.7
98;-71.52;-69.24;-72.52;-61.68;-64.68;-71.72;2.6;0.4
99;-74.2;-72.04;-77.6;-68.64;-65.36;-78.32;2.9;0.5
100;-74.2;-72.04;-77.6;-68.64;-65.36;-78.32;2.9;0.5
101;-73.96;-71.96;-74.48;-67.76;-68.32;-76.08;2.5;0.5
102;-74.68;-72.6;-75.16;-68.64;-69.52;-76.08;2.5;0.6
103;-77.08;-74.2;-76.24;-69.48;-72.48;-77.36;2.3;0.2
104;-75.42;-74.88;-78.44;-68.84;-76.92;-77.52;1.9;0.2
105;-77.64;-78.6;-78.76;-72.48;-77.64;-82.2;2.0;0.4
106;-72.66;-74.88;-78.48;-64.12;-74.8;-77.04;1.5;0.6
107;-72.44;-74.44;-79.32;-60.36;-72.28;-76.32;1.2;0.7
108;-73.9;-76.48;-77.84;-60.04;-71.76;-75.64;1.2;1.2
109;-75.3;-76.96;-75.28;-59.48;-72.32;-73.88;1.2;1.4
110;-72.96;-77.56;-81.32;-61.08;-70.04;-75.04;1.1;1.3
111;-72.96;-78.2;-82.0;-61.4;-69.4;-74.32;1.1;1.4
112;-75.56;-77.16;-73.76;-59.24;-72.84;-73.0;1.1;1.6
113;-75.9;-77.2;-78.4;-63.2;-74.36;-74.48;1.5;1.1
114;-78.9;-78.24;-74.32;-63.32;-76.16;-71.16;1.6;1.4
115;-78.2;-78.0;-75.6;-63.6;-75.88;-72.04;1.6;1.3
116;-74.64;-73.6;-77.04;-68.0;-71.64;-74.36;2.0;1.5
117;-76.4;-74.48;-76.88;-67.04;-68.96;-73.92;2.2;1.4
118;-73.96;-76.44;-79.6;-73.8;-69.08;-75.72;2.7;1.9
119;-69.68;-71.8;-76.6;-67.68;-74.96;-75.44;3.0;2.6
120;-69.4;-70.08;-78.04;-67.16;-75.6;-75.2;3.1;2.5
121;-67.68;-67.72;-71.04;-59.44;-74.92;-73.48;3.1;2.4
122;-74.36;-77.28;-79.96;-72.12;-70.32;-76.16;2.7;2.1
123;-73.12;-76.12;-79.56;-69.36;-72.44;-76.6;2.5;2.3
124;-72.24;-75.0;-79.16;-66.92;-73.36;-76.28;2.4;2.4
125;-72.32;-70.2;-76.52;-66.12;-71.64;-70.44;2.1;2.1
126;-73.12;-76.12;-79.56;-69.36;-72.44;-76.6;2.5;2.3
127;-72.08;-72.6;-77.48;-68.28;-75.36;-73.56;1.8;2.4
128;-75.84;-74.28;-78.12;-66.52;-76.68;-74.2;1.5;2.7
129;-78.32;-75.76;-77.56;-64.08;-76.32;-69.52;1.0;3.0
130;-77.2;-76.08;-80.52;-64.64;-75.0;-66.52;0.2;2.6
131;-76.02;-76.64;-77.96;-62.52;-73.92;-69.16;0.4;2.3
132;-73.6;-81.0;-78.0;-64.0;-74.4;-68.4;0.7;2.5
133;-75.16;-79.16;-79.36;-64.24;-74.24;-67.68;0.5;2.5
134;-73.96;-77.08;-77.92;-60.6;-72.72;-72.36;0.7;1.6
135;-80.92;-74.56;-79.36;-54.28;-74.64;-70.72;0.3;0.6
136;-80.32;-74.4;-78.6;-55.52;-74.16;-70.96;0.4;0.6
137;-79.44;-73.72;-78.72;-56.56;-72.88;-71.04;0.4;0.7
138;-78.24;-73.4;-77.2;-59.04;-71.92;-71.52;0.6;0.7
139;-82.54;-75.48;-80.72;-52.64;-75.68;-72.08;0.2;0.3
140;-78.38;-77.24;-76.12;-61.32;-75.04;-73.44;0.9;0.1
141;-78.61;-75.8;-76.44;-59.92;-74.24;-73.24;0.9;0.2
142;-80.0;-74.76;-76.96;-56.96;-74.48;-71.36;0.6;0.5
143;-80.04;-73.88;-79.48;-55.32;-73.36;-70.8;0.3;0.7
144;-80.81;-78.0;-78.2;-57.6;-76.68;-72.12;0.4;0.2
145;-80.81;-78.0;-78.2;-57.6;-76.68;-72.12;0.4;0.2
146;-78.18;-81.76;-74.24;-64.88;-78.36;-71.76;0.7;0.1
147;-79.98;-79.28;-77.12;-60.24;-77.0;-72.56;0.5;0.1
148;-78.52;-73.92;-76.32;-59.24;-72.72;-71.68;0.7;0.6
149;-74.64;-73.64;-78.2;-59.72;-72.84;-75.44;1.2;0.3
150;-78.66;-77.36;-75.84;-61.16;-75.32;-72.72;0.8;0.2
151;-76.48;-72.04;-77.44;-61.12;-69.36;-71.68;0.6;0.9
152;-79.76;-73.36;-80.36;-55.12;-72.56;-70.64;0.2;0.8
153;-76.72;-72.88;-78.28;-57.6;-72.0;-73.04;0.4;1.0
154;-75.08;-77.24;-75.44;-59.48;-72.52;-72.92;0.9;1.6
155;-74.72;-75.36;-76.4;-65.12;-73.96;-73.72;1.4;1.7
156;-75.36;-75.96;-73.72;-66.88;-74.2;-70.92;1.5;2.3
157;-73.68;-73.88;-76.44;-61.72;-73.56;-73.4;2.1;2.7
158;-72.4;-71.64;-78.08;-67.2;-74.28;-73.08;1.9;2.4
159;-69.56;-70.24;-73.28;-63.28;-73.64;-74.16;3.0;2.3
160;-70.6;-73.92;-79.36;-62.84;-73.2;-75.8;2.8;2.5
161;-70.2;-72.64;-78.92;-64.28;-74.0;-75.6;2.9;2.5
162;-74.04;-76.4;-76.16;-66.96;-71.84;-72.08;2.0;3.0
163;-70.92;-74.48;-77.76;-66.56;-72.24;-73.28;2.2;2.8
164;-70.76;-76.56;-74.72;-70.0;-71.76;-73.92;2.4;3.0
165;-70.6;-75.8;-71.72;-70.24;-73.8;-75.72;2.8;3.0
166;-66.72;-73.44;-70.36;-67.64;-79.28;-66.88;2.5;3.8
167;-66.56;-73.96;-70.12;-67.48;-78.52;-68.04;2.6;3.7
168;-66.88;-74.2;-71.88;-64.12;-75.4;-72.92;2.4;3.5
169;-78.6;-77.0;-74.0;-63.6;-73.4;-71.6;1.7;3.0
170;-77.8;-76.88;-73.52;-64.0;-73.36;-71.88;1.7;3.1
171;-73.52;-75.16;-73.28;-68.76;-75.04;-71.16;1.6;2.2
172;-76.24;-76.12;-73.36;-66.72;-74.28;-70.52;1.5;2.4
173;-73.2;-73.92;-75.52;-68.92;-72.92;-73.28;1.9;1.7
174;-72.36;-70.72;-76.76;-66.4;-69.04;-71.16;2.3;1.8
175;-73.2;-75.44;-74.24;-66.84;-68.44;-71.36;2.1;1.9
176;-74.24;-73.32;-78.6;-68.04;-77.68;-75.0;1.6;2.7
177;-74.36;-80.36;-78.72;-64.2;-73.24;-69.16;0.9;2.4
178;-74.4;-75.32;-72.92;-68.6;-75.12;-70.76;1.6;2.3
179;-74.84;-78.04;-76.48;-62.0;-72.36;-71.84;1.0;2.1
180;-80.0;-78.2;-75.4;-61.4;-71.6;-70.6;1.2;2.5
181;-74.9;-76.6;-72.88;-59.48;-73.2;-72.76;0.7;2.1
182;-75.94;-78.24;-80.04;-64.36;-74.16;-67.32;0.4;2.5
183;-74.08;-79.76;-77.8;-64.16;-75.32;-67.96;0.6;2.6
184;-75.12;-76.4;-77.12;-63.96;-72.44;-73.12;1.3;1.9
185;-73.2;-74.68;-74.88;-67.88;-70.68;-72.32;2.0;1.8
186;-71.04;-74.04;-74.12;-70.44;-75.96;-72.36;1.7;2.1
187;-74.84;-78.04;-76.48;-62.0;-72.36;-71.84;1.0;2.1
188;-77.28;-77.24;-75.32;-63.44;-72.36;-71.24;1.3;2.3
189;-73.6;-74.36;-77.32;-67.48;-75.6;-73.8;1.6;2.5
190;-77.04;-76.04;-74.8;-63.4;-73.6;-72.2;1.8;2.9
191;-76.8;-75.8;-74.84;-62.12;-73.16;-72.2;1.9;2.9
192;-71.0;-75.68;-78.48;-66.08;-71.44;-73.84;2.4;2.8
193;-71.0;-75.52;-78.92;-64.52;-71.76;-74.56;2.5;2.7
194;-69.04;-71.4;-72.4;-73.04;-76.08;-75.32;3.1;2.8
195;-69.76;-71.72;-75.44;-61.76;-73.4;-74.76;2.9;2.4
196;-73.32;-71.12;-78.0;-72.68;-65.36;-77.76;3.1;1.4
197;-73.32;-71.12;-78.0;-72.68;-65.36;-77.76;3.1;1.4
198;-70.44;-69.32;-76.92;-67.16;-67.28;-75.0;3.0;1.5
199;-68.68;-70.6;-78.0;-70.12;-69.0;-74.04;2.7;1.3
200;-69.68;-70.88;-77.84;-69.68;-72.12;-74.28;2.6;1.1
201;-74.68;-72.6;-75.16;-68.64;-69.52;-76.08;2.5;0.6
202;-76.12;-73.88;-76.52;-70.4;-71.92;-76.08;2.5;0.8
203;-69.68;-70.88;-77.84;-69.68;-72.12;-74.28;2.6;1.1
204;-69.08;-70.44;-77.6;-70.16;-72.32;-74.96;2.7;0.9
205;-70.84;-71.32;-76.8;-69.28;-70.56;-76.08;2.7;0.7
206;-74.88;-73.8;-76.64;-68.96;-68.2;-77.92;2.8;0.4
207;-73.4;-72.12;-76.8;-68.52;-67.08;-77.76;2.8;0.5
208;-73.96;-71.96;-74.48;-67.76;-68.32;-76.08;2.5;0.5
209;-69.64;-70.48;-78.0;-70.96;-69.84;-75.12;2.8;1.2
210;-73.96;-76.44;-79.6;-73.8;-69.08;-75.72;2.7;1.9
211;-74.64;-76.12;-79.24;-72.92;-69.92;-74.84;2.6;2.0
212;-74.32;-72.4;-76.8;-65.76;-68.84;-72.04;2.2;1.7
213;-71.84;-72.56;-77.84;-66.8;-68.8;-73.92;2.4;1.4
214;-71.48;-73.72;-78.8;-71.8;-67.64;-74.76;2.7;1.7
215;-71.96;-73.16;-78.44;-70.92;-68.0;-75.16;2.8;1.7
216;-75.88;-74.2;-78.16;-70.28;-70.52;-77.32;3.1;1.9
217;-72.16;-70.12;-76.96;-67.28;-68.36;-75.88;3.1;1.6
218;-68.4;-68.68;-77.24;-68.68;-68.08;-71.16;2.6;1.8
219;-68.68;-70.6;-78.0;-70.12;-69.0;-74.04;2.7;1.3
220;-78.88;-74.16;-74.92;-70.32;-72.4;-74.4;2.2;0.9
221;-72.76;-71.92;-77.04;-70.84;-73.36;-74.4;2.5;1.0
222;-68.2;-70.0;-78.0;-70.6;-73.2;-74.4;2.7;1.0
223;-70.76;-70.56;-78.0;-71.64;-69.28;-76.08;2.9;1.2
224;-70.68;-70.28;-79.2;-70.4;-68.88;-76.08;2.9;0.9
225;-68.52;-70.4;-78.0;-70.28;-70.4;-74.16;2.7;1.2
226;-69.96;-70.88;-78.0;-70.64;-67.04;-74.88;2.8;1.4
227;-70.32;-71.68;-77.84;-69.04;-66.52;-73.8;2.6;1.5
228;-71.68;-70.68;-77.32;-68.16;-68.0;-75.48;3.0;1.6
229;-71.84;-75.72;-79.84;-64.08;-71.88;-76.04;2.7;2.4
230;-71.64;-74.24;-77.68;-65.6;-72.12;-75.44;2.8;2.3
231;-70.36;-74.8;-75.6;-66.76;-73.52;-75.88;2.8;2.7
232;-69.76;-76.68;-70.92;-69.48;-73.48;-75.8;2.6;3.1
233;-66.88;-73.88;-71.56;-65.04;-76.56;-71.12;2.4;3.6
234;-66.72;-73.76;-70.68;-66.72;-78.12;-68.68;2.5;3.7
235;-64.8;-67.28;-70.36;-68.48;-73.88;-72.92;3.1;3.5
236;-68.24;-75.8;-69.08;-66.84;-75.0;-76.52;2.6;3.3
237;-69.28;-69.28;-73.44;-66.52;-76.6;-70.88;2.7;3.8
238;-67.68;-61.76;-73.6;-68.6;-73.88;-72.8;3.1;3.8
239;-70.88;-76.28;-76.16;-69.6;-71.28;-73.16;2.3;3.0
240;-72.52;-76.2;-76.88;-68.08;-71.32;-72.24;2.1;3.0
241;-71.64;-76.04;-74.72;-68.16;-71.72;-72.92;2.0;3.3
242;-71.72;-76.08;-76.4;-68.48;-71.28;-72.52;2.1;3.1
243;-70.96;-74.92;-78.56;-64.76;-72.16;-74.28;2.4;2.7
244;-73.44;-75.56;-79.2;-69.92;-71.64;-75.56;2.5;2.2
245;-71.12;-71.64;-77.64;-63.16;-73.6;-73.56;2.2;2.4
246;-71.44;-72.28;-74.4;-68.64;-73.64;-70.84;1.9;2.0
247;-73.68;-71.4;-76.6;-65.64;-69.36;-71.16;2.2;1.8
248;-79.12;-78.04;-75.76;-61.56;-71.52;-71.0;1.2;2.4
249;-72.0;-78.4;-81.0;-64.2;-77.0;-67.8;0.2;2.0
250;-76.2;-80.0;-82.4;-60.2;-72.4;-70.0;0.2;1.5
251;-76.92;-76.8;-81.68;-59.0;-71.44;-70.32;0.2;1.3
252;-73.36;-80.6;-76.24;-60.6;-76.92;-75.76;0.7;1.4
253;-74.92;-77.04;-77.88;-62.44;-74.52;-69.4;0.4;2.2
254;-74.2;-77.6;-81.16;-64.36;-75.8;-67.32;0.2;2.2
255;-74.24;-77.6;-78.76;-60.68;-72.84;-71.8;0.6;1.6
256;-75.16;-77.0;-71.6;-59.08;-73.64;-73.08;1.1;1.8
257;-75.08;-77.24;-75.44;-59.48;-72.52;-72.92;0.9;1.6
258;-73.42;-75.92;-78.84;-59.96;-72.08;-76.28;1.0;1.1
259;-74.1;-76.56;-78.88;-61.28;-72.44;-75.84;1.3;1.1
260;-74.96;-76.92;-70.52;-59.0;-74.04;-73.12;1.1;1.9
261;-74.88;-75.28;-75.12;-63.92;-74.52;-73.88;1.4;1.5
262;-75.24;-73.92;-77.04;-69.92;-76.36;-74.8;1.8;1.3
263;-76.16;-77.08;-78.92;-65.64;-76.12;-74.68;1.7;0.9
264;-76.24;-76.56;-78.72;-66.52;-76.28;-74.24;1.7;1.1
265;-73.2;-72.4;-76.8;-71.0;-77.4;-75.2;1.7;1.5
266;-73.2;-75.44;-74.24;-66.84;-68.44;-71.36;2.1;1.9
267;-74.48;-72.88;-76.56;-71.04;-76.64;-75.04;1.8;1.4
268;-71.12;-73.24;-73.8;-69.72;-74.72;-71.32;1.8;2.0
269;-74.16;-74.4;-76.96;-67.48;-74.92;-74.16;1.5;1.7
270;-75.76;-77.32;-75.92;-61.0;-71.76;-72.76;1.2;1.8
271;-74.0;-74.48;-78.24;-68.68;-74.36;-74.0;1.5;1.9
272;-75.12;-76.4;-77.12;-63.96;-72.44;-73.12;1.3;1.9
273;-73.42;-76.56;-79.52;-60.28;-71.44;-75.56;1.0;1.2
274;-73.42;-75.92;-78.84;-59.96;-72.08;-76.28;1.0;1.1
275;-72.88;-73.56;-77.84;-59.8;-73.4;-75.76;1.1;0.6
276;-72.58;-74.56;-78.64;-62.84;-74.08;-76.68;1.4;0.6
277;-78.52;-73.92;-76.32;-59.24;-72.72;-71.68;0.7;0.6
278;-75.08;-75.36;-76.32;-58.6;-74.48;-75.12;0.6;1.1
279;-75.92;-79.48;-81.56;-60.12;-72.28;-70.56;0.3;1.5
280;-76.56;-78.4;-82.04;-59.6;-71.92;-70.16;0.2;1.4
281;-73.12;-78.0;-79.88;-62.44;-74.92;-69.8;0.4;1.8
282;-73.96;-78.32;-80.16;-61.64;-74.0;-70.24;0.4;1.7
283;-74.24;-78.84;-81.0;-61.72;-74.12;-69.68;0.3;1.7
284;-74.24;-77.6;-78.76;-60.68;-72.84;-71.8;0.6;1.6
285;-73.42;-77.84;-80.88;-60.92;-70.16;-74.12;1.0;1.4
286;-75.36;-76.28;-75.2;-62.16;-73.28;-73.36;1.3;1.6
287;-75.7;-77.12;-77.36;-61.96;-73.68;-74.28;1.4;1.2
288;-75.36;-77.08;-72.68;-59.16;-73.24;-73.04;1.1;1.7
289;-76.2;-77.28;-75.04;-60.44;-73.28;-73.2;1.3;1.4
290;-75.3;-76.96;-75.28;-59.48;-72.32;-73.88;1.2;1.4
291;-75.56;-73.48;-74.72;-66.48;-71.08;-74.92;2.0;0.6
292;-76.08;-73.12;-75.08;-69.2;-70.48;-75.52;2.4;0.7
293;-76.12;-73.88;-76.52;-70.4;-71.92;-76.08;2.5;0.8
294;-72.36;-70.64;-79.6;-70.08;-66.28;-77.2;3.0;0.8
295;-73.0;-70.72;-78.0;-73.0;-68.16;-78.0;3.1;1.2
296;-69.88;-70.36;-78.4;-70.28;-70.6;-75.52;2.8;0.9
297;-68.2;-70.0;-78.0;-70.6;-73.2;-74.4;2.7;1.0
298;-74.92;-73.6;-77.04;-67.96;-70.04;-74.04;2.3;1.3
299;-71.68;-71.04;-77.12;-67.28;-68.2;-72.04;2.4;1.7
300;-71.08;-70.96;-78.0;-71.32;-66.48;-75.84;2.9;1.4
301;-71.2;-71.24;-77.68;-69.04;-67.64;-75.08;2.9;1.6
302;-70.72;-71.8;-78.04;-69.92;-67.28;-74.68;2.8;1.6
303;-72.08;-71.8;-73.4;-71.32;-72.08;-74.28;3.0;2.0
304;-72.08;-71.8;-73.4;-71.32;-72.08;-74.28;3.0;2.0
305;-73.0;-71.72;-76.96;-66.52;-68.52;-72.04;2.3;1.7
306;-74.12;-73.52;-77.36;-66.92;-68.88;-73.92;2.3;1.4
307;-74.12;-73.52;-77.36;-66.92;-68.88;-73.92;2.3;1.4
308;-73.44;-75.56;-79.2;-69.92;-71.64;-75.56;2.5;2.2
309;-68.72;-69.72;-73.24;-60.6;-74.16;-74.12;3.0;2.4
310;-68.72;-69.72;-73.24;-60.6;-74.16;-74.12;3.0;2.4
311;-71.12;-77.64;-79.12;-66.92;-69.92;-73.96;2.6;2.9
312;-73.76;-75.0;-78.84;-70.48;-70.84;-74.52;2.5;2.1
313;-69.76;-71.72;-75.44;-61.76;-73.4;-74.76;2.9;2.4
314;-74.44;-75.88;-79.24;-72.92;-69.44;-76.12;2.8;1.9
315;-75.88;-74.2;-78.16;-70.28;-70.52;-77.32;3.1;1.9
316;-74.92;-75.32;-78.88;-72.04;-69.8;-76.52;2.9;1.9
317;-74.16;-73.4;-78.12;-70.16;-69.44;-76.44;3.0;1.8
318;-73.68;-73.96;-78.48;-71.04;-69.08;-76.04;2.9;1.8
319;-72.44;-72.6;-78.08;-70.04;-68.36;-75.56;2.9;1.7
320;-74.28;-73.72;-77.36;-66.76;-67.48;-73.8;2.3;1.5
321;-77.56;-73.28;-75.36;-72.28;-74.64;-74.8;2.1;1.2
322;-75.94;-77.04;-78.44;-70.28;-77.24;-80.16;1.9;0.4
323;-77.08;-74.2;-76.24;-69.48;-72.48;-77.36;2.3;0.2
324;-73.64;-71.28;-74.24;-64.76;-67.96;-74.04;2.5;0.3
325;-79.12;-76.68;-77.12;-71.12;-65.88;-79.84;3.0;0.4
326;-77.0;-75.24;-76.88;-70.04;-67.04;-78.88;2.9;0.4
327;-77.0;-75.24;-76.88;-70.04;-67.04;-78.88;2.9;0.4
328;-70.68;-70.28;-79.2;-70.4;-68.88;-76.08;2.9;0.9
329;-75.44;-74.0;-77.28;-70.72;-72.16;-76.64;2.6;0.8
330;-70.6;-70.36;-78.0;-71.8;-70.68;-76.2;2.9;1.1
331;-68.36;-70.2;-78.0;-70.44;-71.8;-74.28;2.7;1.1
332;-71.16;-71.76;-77.68;-68.76;-71.04;-74.16;2.5;1.2
333;-73.44;-72.72;-77.2;-68.88;-71.12;-74.16;2.4;1.2
334;-69.32;-70.08;-78.0;-71.28;-72.64;-75.36;2.8;1.0
335;-76.12;-73.88;-76.52;-70.4;-71.92;-76.08;2.5;0.8
336;-71.96;-71.84;-77.36;-69.8;-72.2;-74.28;2.5;1.1
337;-76.56;-74.48;-77.4;-69.28;-73.28;-77.68;2.4;0.1
338;-74.72;-73.88;-78.28;-67.44;-72.84;-77.0;2.6;0.0
339;-73.92;-72.72;-76.84;-66.0;-70.8;-75.68;2.6;0.1
340;-77.38;-77.52;-78.76;-71.76;-77.48;-80.88;2.0;0.3
341;-75.32;-76.56;-78.64;-65.88;-76.24;-75.36;1.7;0.8
342;-77.52;-77.04;-78.48;-66.56;-75.52;-74.08;1.8;1.0
343;-77.8;-74.88;-76.56;-70.0;-74.84;-74.48;2.0;1.1
344;-75.04;-72.88;-76.56;-70.96;-73.44;-74.4;2.4;1.0
345;-78.0;-74.64;-76.24;-69.12;-71.28;-74.16;2.2;1.2
346;-73.68;-73.56;-76.24;-68.96;-73.24;-73.96;1.9;1.6
347;-71.68;-72.12;-75.32;-68.28;-73.8;-71.4;1.9;2.1
