,t1,t4,t5,t6,x,y,o
216,-73.09,-70.71,-78.75,-73.9,1.3,0.6,0
217,-72.81,-71.2,-78.72,-73.89,1.4,0.6,0
218,-72.51,-71.68,-78.68,-73.88,1.5,0.6,0
219,-72.2,-72.13,-78.65,-73.86,1.6,0.6,0
220,-71.87,-72.55,-78.62,-73.85,1.7,0.6,0
221,-71.53,-72.96,-78.59,-73.83,1.8,0.6,0
222,-71.17,-73.35,-78.57,-73.82,1.9,0.6,0
223,-70.79,-73.73,-78.54,-73.8,2.0,0.6,0
224,-70.4,-74.09,-78.52,-73.78,2.1,0.6,0
225,-69.98,-74.44,-78.49,-73.76,2.2,0.6,0
226,-69.54,-74.77,-78.47,-73.74,2.3,0.6,0
227,-69.09,-75.09,-78.46,-73.72,2.4,0.6,0
228,-68.61,-75.4,-78.44,-73.7,2.5,0.6,0
229,-68.11,-75.69,-78.42,-73.68,2.6,0.6,0
230,-67.59,-75.98,-78.41,-73.66,2.7,0.6,0
231,-67.07,-76.26,-78.4,-73.64,2.8,0.6,0
232,-66.56,-76.53,-78.39,-73.62,2.9,0.6,0
233,-66.09,-76.79,-78.38,-73.59,3.0,0.6,0
234,-65.67,-77.04,-78.38,-73.57,3.1,0.6,0
235,-65.36,-77.29,-78.37,-73.55,3.2,0.6,0
236,-65.19,-77.52,-78.37,-73.52,3.3,0.6,0
237,-66.15,-77.57,-78.25,-73.57,3.3,0.7,0
238,-66.27,-77.34,-78.26,-73.59,3.2,0.7,0
239,-66.51,-77.09,-78.26,-73.62,3.1,0.7,0
240,-66.83,-76.84,-78.27,-73.64,3.0,0.7,0
241,-67.21,-76.59,-78.27,-73.66,2.9,0.7,0
242,-67.63,-76.32,-78.28,-73.69,2.8,0.7,0
243,-68.07,-76.05,-78.3,-73.71,2.7,0.7,0
244,-68.52,-75.77,-78.31,-73.73,2.6,0.7,0
245,-68.96,-75.47,-78.32,-73.75,2.5,0.7,0
246,-69.39,-75.17,-78.34,-73.77,2.4,0.7,0
247,-69.81,-74.86,-78.36,-73.79,2.3,0.7,0
248,-70.21,-74.53,-78.38,-73.81,2.2,0.7,0
249,-70.6,-74.2,-78.41,-73.83,2.1,0.7,0
250,-70.97,-73.85,-78.43,-73.85,2.0,0.7,0
251,-71.33,-73.48,-78.46,-73.87,1.9,0.7,0
252,-71.67,-73.11,-78.48,-73.89,1.8,0.7,0
253,-72.0,-72.71,-78.51,-73.9,1.7,0.7,0
254,-72.31,-72.3,-78.54,-73.92,1.6,0.7,0
255,-72.61,-71.87,-78.58,-73.93,1.5,0.7,0
256,-72.9,-71.42,-78.61,-73.95,1.4,0.7,0
257,-73.18,-70.96,-78.65,-73.96,1.3,0.7,0
258,-73.45,-70.47,-78.68,-73.97,1.2,0.7,0
259,-73.7,-69.96,-78.72,-73.98,1.1,0.7,0
260,-73.95,-69.43,-78.76,-73.99,1.0,0.7,0
261,-74.19,-68.89,-78.8,-74.0,0.9,0.7,0
262,-74.42,-68.32,-78.84,-74.01,0.8,0.7,0
263,-74.65,-67.75,-78.89,-74.02,0.7,0.7,0
264,-74.86,-67.18,-78.93,-74.02,0.6,0.7,0
265,-75.07,-66.63,-78.98,-74.03,0.5,0.7,0
266,-75.28,-66.11,-79.02,-74.03,0.4,0.7,0
267,-75.47,-65.65,-79.07,-74.04,0.3,0.7,0
268,-75.66,-65.29,-79.12,-74.04,0.2,0.7,0
269,-75.85,-65.06,-79.17,-74.04,0.1,0.7,0
270,-76.03,-64.98,-79.22,-74.04,0.0,0.7,0
271,-76.07,-66.05,-79.13,-74.1,0.0,0.8,0
272,-75.89,-66.11,-79.08,-74.1,0.1,0.8,0
273,-75.71,-66.29,-79.03,-74.1,0.2,0.8,0
274,-75.52,-66.58,-78.98,-74.1,0.3,0.8,0
275,-75.33,-66.94,-78.93,-74.09,0.4,0.8,0
276,-75.13,-67.37,-78.88,-74.09,0.5,0.8,0
277,-74.92,-67.84,-78.83,-74.08,0.6,0.8,0
278,-74.71,-68.32,-78.79,-74.08,0.7,0.8,0
279,-74.49,-68.82,-78.74,-74.07,0.8,0.8,0
280,-74.26,-69.32,-78.7,-74.06,0.9,0.8,0
281,-74.03,-69.82,-78.66,-74.05,1.0,0.8,0
282,-73.79,-70.3,-78.62,-74.04,1.1,0.8,0
283,-73.54,-70.77,-78.58,-74.03,1.2,0.8,0
284,-73.28,-71.22,-78.54,-74.02,1.3,0.8,0
285,-73.01,-71.66,-78.51,-74.0,1.4,0.8,0
286,-72.73,-72.08,-78.47,-73.99,1.5,0.8,0
287,-72.44,-72.49,-78.44,-73.97,1.6,0.8,0
288,-72.14,-72.88,-78.4,-73.96,1.7,0.8,0
289,-71.83,-73.26,-78.37,-73.94,1.8,0.8,0
290,-71.5,-73.63,-78.35,-73.92,1.9,0.8,0
291,-71.17,-73.98,-78.32,-73.91,2.0,0.8,0
292,-70.82,-74.32,-78.29,-73.89,2.1,0.8,0
293,-70.46,-74.65,-78.27,-73.87,2.2,0.8,0
294,-70.09,-74.96,-78.25,-73.85,2.3,0.8,0
295,-69.71,-75.27,-78.23,-73.83,2.4,0.8,0
296,-69.32,-75.56,-78.21,-73.8,2.5,0.8,0
297,-68.93,-75.85,-78.19,-73.78,2.6,0.8,0
298,-68.55,-76.12,-78.18,-73.76,2.7,0.8,0
299,-68.17,-76.39,-78.17,-73.74,2.8,0.8,0
300,-67.82,-76.65,-78.16,-73.71,2.9,0.8,0
301,-67.51,-76.91,-78.15,-73.69,3.0,0.8,0
302,-67.26,-77.15,-78.14,-73.66,3.1,0.8,0
303,-67.07,-77.39,-78.14,-73.64,3.2,0.8,0
304,-66.98,-77.62,-78.14,-73.61,3.3,0.8,0
305,-67.71,-77.68,-78.02,-73.66,3.3,0.9,0
306,-67.79,-77.45,-78.02,-73.68,3.2,0.9,0
307,-67.93,-77.22,-78.02,-73.71,3.1,0.9,0
308,-68.14,-76.98,-78.03,-73.74,3.0,0.9,0
309,-68.4,-76.73,-78.04,-73.76,2.9,0.9,0
310,-68.69,-76.47,-78.05,-73.78,2.8,0.9,0
311,-69.01,-76.21,-78.06,-73.81,2.7,0.9,0
312,-69.35,-75.94,-78.08,-73.83,2.6,0.9,0
313,-69.69,-75.66,-78.09,-73.85,2.5,0.9,0
314,-70.04,-75.37,-78.11,-73.88,2.4,0.9,0
315,-70.38,-75.07,-78.13,-73.9,2.3,0.9,0
316,-70.72,-74.77,-78.15,-73.92,2.2,0.9,0
317,-71.05,-74.45,-78.18,-73.94,2.1,0.9,0
318,-71.38,-74.12,-78.2,-73.96,2.0,0.9,0
319,-71.69,-73.78,-78.23,-73.98,1.9,0.9,0
320,-72.0,-73.43,-78.26,-74.0,1.8,0.9,0
321,-72.29,-73.07,-78.29,-74.01,1.7,0.9,0
322,-72.58,-72.7,-78.33,-74.03,1.6,0.9,0
323,-72.86,-72.31,-78.36,-74.05,1.5,0.9,0
324,-73.13,-71.91,-78.4,-74.06,1.4,0.9,0
325,-73.38,-71.5,-78.44,-74.07,1.3,0.9,0
326,-73.64,-71.08,-78.47,-74.09,1.2,0.9,0
327,-73.88,-70.65,-78.52,-74.1,1.1,0.9,0
328,-74.11,-70.21,-78.56,-74.11,1.0,0.9,0
329,-74.34,-69.77,-78.6,-74.12,0.9,0.9,0
330,-74.56,-69.32,-78.64,-74.13,0.8,0.9,0
331,-74.78,-68.89,-78.69,-74.14,0.7,0.9,0
332,-74.98,-68.46,-78.74,-74.14,0.6,0.9,0
333,-75.19,-68.07,-78.78,-74.15,0.5,0.9,0
334,-75.38,-67.71,-78.83,-74.15,0.4,0.9,0
335,-75.57,-67.41,-78.88,-74.16,0.3,0.9,0
336,-75.76,-67.18,-78.93,-74.16,0.2,0.9,0
337,-75.94,-67.04,-78.99,-74.16,0.1,0.9,0
338,-76.12,-66.99,-79.04,-74.16,0.0,0.9,0
339,-76.16,-67.84,-78.95,-74.22,0.0,1.0,0
340,-75.99,-67.87,-78.89,-74.22,0.1,1.0,0
341,-75.81,-67.99,-78.84,-74.22,0.2,1.0,0
342,-75.63,-68.18,-78.79,-74.22,0.3,1.0,0
343,-75.44,-68.43,-78.74,-74.21,0.4,1.0,0
344,-75.25,-68.73,-78.69,-74.21,0.5,1.0,0
345,-75.05,-69.07,-78.64,-74.2,0.6,1.0,0
346,-74.85,-69.43,-78.59,-74.2,0.7,1.0,0
347,-74.64,-69.82,-78.54,-74.19,0.8,1.0,0
348,-74.43,-70.21,-78.5,-74.18,0.9,1.0,0
349,-74.21,-70.61,-78.45,-74.17,1.0,1.0,0
350,-73.98,-71.01,-78.41,-74.16,1.1,1.0,0
351,-73.74,-71.41,-78.37,-74.15,1.2,1.0,0
352,-73.5,-71.8,-78.33,-74.13,1.3,1.0,0
353,-73.25,-72.18,-78.29,-74.12,1.4,1.0,0
354,-72.99,-72.55,-78.25,-74.1,1.5,1.0,0
355,-72.73,-72.92,-78.22,-74.09,1.6,1.0,0
356,-72.46,-73.27,-78.18,-74.07,1.7,1.0,0
357,-72.18,-73.62,-78.15,-74.05,1.8,1.0,0
358,-71.89,-73.95,-78.12,-74.03,1.9,1.0,0
359,-71.59,-74.28,-78.09,-74.01,2.0,1.0,0
360,-71.29,-74.59,-78.06,-73.99,2.1,1.0,0
361,-70.99,-74.9,-78.04,-73.97,2.2,1.0,0
362,-70.68,-75.2,-78.01,-73.95,2.3,1.0,0
363,-70.36,-75.49,-77.99,-73.93,2.4,1.0,0
364,-70.05,-75.77,-77.97,-73.91,2.5,1.0,0
365,-69.75,-76.04,-77.96,-73.88,2.6,1.0,0
366,-69.46,-76.3,-77.94,-73.86,2.7,1.0,0
367,-69.18,-76.56,-77.93,-73.83,2.8,1.0,0
368,-68.93,-76.81,-77.92,-73.81,2.9,1.0,0
369,-68.72,-77.05,-77.91,-73.78,3.0,1.0,0
370,-68.55,-77.29,-77.9,-73.76,3.1,1.0,0
371,-68.43,-77.52,-77.9,-73.73,3.2,1.0,0
372,-68.37,-77.75,-77.9,-73.7,3.3,1.0,0
373,-68.96,-77.82,-77.77,-73.75,3.3,1.1,0
374,-69.01,-77.6,-77.77,-73.78,3.2,1.1,0
375,-69.11,-77.37,-77.78,-73.81,3.1,1.1,0
376,-69.25,-77.14,-77.78,-73.83,3.0,1.1,0
377,-69.44,-76.9,-77.79,-73.86,2.9,1.1,0
378,-69.65,-76.65,-77.81,-73.88,2.8,1.1,0
379,-69.89,-76.4,-77.82,-73.91,2.7,1.1,0
380,-70.14,-76.14,-77.83,-73.93,2.6,1.1,0
381,-70.41,-75.88,-77.85,-73.96,2.5,1.1,0
382,-70.69,-75.61,-77.87,-73.98,2.4,1.1,0
383,-70.97,-75.33,-77.89,-74.01,2.3,1.1,0
384,-71.26,-75.04,-77.92,-74.03,2.2,1.1,0
385,-71.54,-74.75,-77.94,-74.05,2.1,1.1,0
386,-71.82,-74.44,-77.97,-74.07,2.0,1.1,0
387,-72.09,-74.13,-78.0,-74.09,1.9,1.1,0
388,-72.36,-73.81,-78.03,-74.11,1.8,1.1,0
389,-72.63,-73.48,-78.07,-74.13,1.7,1.1,0
390,-72.89,-73.15,-78.1,-74.14,1.6,1.1,0
391,-73.14,-72.8,-78.14,-74.16,1.5,1.1,0
392,-73.38,-72.45,-78.18,-74.18,1.4,1.1,0
393,-73.62,-72.1,-78.22,-74.19,1.3,1.1,0
394,-73.86,-71.74,-78.26,-74.21,1.2,1.1,0
395,-74.08,-71.37,-78.3,-74.22,1.1,1.1,0
396,-74.3,-71.01,-78.35,-74.23,1.0,1.1,0
397,-74.52,-70.65,-78.39,-74.24,0.9,1.1,0
398,-74.73,-70.3,-78.44,-74.25,0.8,1.1,0
399,-74.93,-69.96,-78.49,-74.26,0.7,1.1,0
400,-75.13,-69.64,-78.54,-74.27,0.6,1.1,0
401,-75.32,-69.35,-78.59,-74.27,0.5,1.1,0
402,-75.51,-69.1,-78.64,-74.28,0.4,1.1,0
403,-75.69,-68.89,-78.69,-74.28,0.3,1.1,0
404,-75.87,-68.73,-78.75,-74.28,0.2,1.1,0
405,-76.05,-68.63,-78.8,-74.29,0.1,1.1,0
406,-76.22,-68.6,-78.86,-74.29,0.0,1.1,0
407,-76.27,-69.29,-78.77,-74.35,0.0,1.2,0
408,-76.11,-69.32,-78.71,-74.35,0.1,1.2,0
409,-75.94,-69.4,-78.65,-74.35,0.2,1.2,0
410,-75.76,-69.54,-78.6,-74.35,0.3,1.2,0
411,-75.58,-69.72,-78.54,-74.34,0.4,1.2,0
412,-75.4,-69.94,-78.49,-74.34,0.5,1.2,0
413,-75.21,-70.19,-78.44,-74.33,0.6,1.2,0
414,-75.02,-70.47,-78.39,-74.32,0.7,1.2,0
415,-74.82,-70.77,-78.34,-74.31,0.8,1.2,0
416,-74.62,-71.08,-78.29,-74.3,0.9,1.2,0
417,-74.41,-71.41,-78.24,-74.29,1.0,1.2,0
418,-74.2,-71.74,-78.2,-74.28,1.1,1.2,0
419,-73.98,-72.07,-78.15,-74.27,1.2,1.2,0
420,-73.75,-72.4,-78.11,-74.25,1.3,1.2,0
421,-73.52,-72.73,-78.07,-74.24,1.4,1.2,0
422,-73.29,-73.06,-78.03,-74.22,1.5,1.2,0
423,-73.05,-73.38,-77.99,-74.2,1.6,1.2,0
424,-72.81,-73.7,-77.95,-74.19,1.7,1.2,0
425,-72.56,-74.01,-77.92,-74.17,1.8,1.2,0
426,-72.3,-74.32,-77.88,-74.15,1.9,1.2,0
427,-72.05,-74.62,-77.85,-74.13,2.0,1.2,0
428,-71.79,-74.91,-77.82,-74.1,2.1,1.2,0
429,-71.53,-75.19,-77.8,-74.08,2.2,1.2,0
430,-71.27,-75.47,-77.77,-74.06,2.3,1.2,0
431,-71.01,-75.74,-77.75,-74.04,2.4,1.2,0
432,-70.76,-76.0,-77.73,-74.01,2.5,1.2,0
433,-70.52,-76.26,-77.71,-73.99,2.6,1.2,0
434,-70.3,-76.51,-77.69,-73.96,2.7,1.2,0
435,-70.09,-76.75,-77.68,-73.94,2.8,1.2,0
