;t1;t2;t3;t4;t5;t6;x;y;o
32;-80.25;-86.81;-78.51;-65.04;-37.25;-60.77;3.3;0.0;0.0
33;-75.56;-78.67;-73.55;-77.1;-38.96;-79.16;3.3;0.1;0.0
34;-79.92;-86.74;-67.72;-75.35;-49.97;-60.49;3.2;0.1;0.0
35;-81.59;-89.79;-80.01;-66.3;-52.8;-72.35;3.1;0.1;0.0
36;-73.88;-86.28;-79.83;-67.02;-53.47;-67.42;3.0;0.1;0.0
37;-77.71;-100.0;-80.93;-69.97;-57.85;-71.56;2.9;0.1;0.0
38;-76.35;-100.0;-72.21;-100.0;-56.88;-76.22;2.8;0.1;0.0
39;-72.67;-83.4;-83.67;-74.23;-53.23;-70.79;2.7;0.1;0.0
40;-72.71;-93.75;-80.72;-77.49;-66.57;-66.73;2.6;0.1;0.0
41;-78.68;-82.99;-67.3;-78.36;-58.21;-67.69;2.5;0.1;0.0
42;-78.64;-89.6;-75.96;-68.24;-63.92;-66.42;2.4;0.1;0.0
43;-100.0;-87.3;-100.0;-100.0;-59.97;-72.04;2.3;0.1;0.0
44;-67.48;-83.76;-73.04;-78.1;-64.75;-73.23;2.2;0.1;0.0
45;-78.49;-84.35;-75.46;-73.77;-69.41;-100.0;2.1;0.1;0.0
46;-63.28;-84.91;-82.54;-69.55;-71.92;-77.17;2.0;0.1;0.0
47;-78.81;-81.74;-77.87;-73.98;-66.84;-57.56;1.9;0.1;0.0
48;-87.48;-92.72;-76.6;-67.76;-67.95;-56.86;1.8;0.1;0.0
49;-81.31;-75.38;-68.92;-81.31;-66.28;-63.23;1.7;0.1;0.0
50;-80.75;-80.55;-75.96;-68.54;-73.98;-61.63;1.6;0.1;0.0
51;-78.68;-100.0;-74.81;-73.2;-100.0;-62.25;1.5;0.1;0.0
52;-73.16;-79.19;-71.03;-73.59;-68.25;-61.85;1.4;0.1;0.0
53;-70.24;-85.99;-72.03;-68.33;-74.26;-56.85;1.3;0.1;0.0
54;-72.88;-100.0;-85.0;-72.9;-73.66;-54.0;1.2;0.1;0.0
55;-88.02;-85.22;-71.95;-71.64;-74.35;-50.1;1.1;0.1;0.0
56;-77.02;-82.11;-100.0;-66.97;-72.09;-55.88;1.0;0.1;0.0
57;-100.0;-86.74;-100.0;-100.0;-84.54;-100.0;0.9;0.1;0.0
58;-72.92;-84.74;-69.54;-76.12;-80.67;-54.88;0.8;0.1;0.0
59;-74.43;-86.37;-72.98;-81.16;-70.84;-42.99;0.7;0.1;0.0
60;-69.49;-80.32;-78.01;-71.83;-68.03;-52.49;0.6;0.1;0.0
61;-82.43;-91.25;-73.97;-67.53;-84.79;-37.68;0.5;0.1;0.0
62;-78.29;-87.41;-77.25;-84.24;-83.58;-42.75;0.4;0.1;0.0
63;-79.6;-86.44;-74.17;-75.27;-100.0;-30.66;0.3;0.1;0.0
64;-68.6;-75.92;-74.61;-71.1;-74.19;-38.9;0.2;0.1;0.0
65;-76.74;-88.27;-71.5;-74.36;-72.12;-17.58;0.1;0.1;0.0
66;-78.61;-84.15;-69.4;-76.48;-75.0;-14.36;0.0;0.1;0.0
67;-77.45;-84.13;-69.89;-73.45;-81.22;-29.59;0.0;0.2;0.0
68;-79.52;-100.0;-71.79;-72.03;-75.17;-22.59;0.1;0.2;0.0
69;-87.3;-75.87;-79.65;-74.39;-76.38;-37.23;0.2;0.2;0.0
70;-77.34;-85.25;-76.32;-61.44;-79.65;-37.4;0.3;0.2;0.0
71;-100.0;-81.12;-76.69;-70.02;-80.78;-50.76;0.4;0.2;0.0
72;-67.56;-83.14;-69.65;-71.67;-81.52;-39.37;0.5;0.2;0.0
73;-79.63;-85.24;-76.33;-71.52;-76.86;-51.31;0.6;0.2;0.0
74;-75.24;-80.7;-81.68;-68.34;-75.86;-100.0;0.7;0.2;0.0
75;-100.0;-88.33;-73.04;-69.44;-71.27;-100.0;0.8;0.2;0.0
76;-77.88;-81.69;-75.57;-69.5;-81.03;-52.63;0.9;0.2;0.0
77;-76.67;-100.0;-80.22;-68.94;-75.45;-54.93;1.0;0.2;0.0
78;-75.07;-83.73;-68.17;-100.0;-79.77;-100.0;1.1;0.2;0.0
79;-68.44;-80.77;-100.0;-100.0;-73.56;-52.47;1.2;0.2;0.0
80;-74.28;-85.95;-72.34;-79.24;-71.65;-46.49;1.3;0.2;0.0
81;-100.0;-89.21;-79.12;-72.52;-70.04;-53.72;1.4;0.2;0.0
82;-83.8;-87.49;-100.0;-71.82;-78.04;-70.39;1.5;0.2;0.0
83;-100.0;-78.47;-77.82;-70.33;-85.01;-54.43;1.6;0.2;0.0
84;-74.58;-80.42;-71.16;-82.73;-64.37;-60.19;1.7;0.2;0.0
85;-78.47;-89.83;-73.25;-77.0;-76.94;-59.12;1.8;0.2;0.0
86;-72.99;-87.68;-78.96;-73.62;-67.22;-65.04;1.9;0.2;0.0
87;-80.85;-93.41;-80.21;-66.58;-61.2;-61.44;2.0;0.2;0.0
88;-77.68;-73.85;-68.99;-82.11;-72.57;-63.22;2.1;0.2;0.0
89;-77.09;-88.49;-67.77;-66.93;-77.05;-59.11;2.2;0.2;0.0
90;-74.3;-100.0;-83.04;-74.27;-62.08;-68.04;2.3;0.2;0.0
91;-79.52;-79.32;-72.8;-73.48;-70.34;-58.87;2.4;0.2;0.0
92;-76.98;-100.0;-100.0;-71.7;-47.03;-61.18;2.5;0.2;0.0
93;-100.0;-87.79;-75.0;-75.67;-69.45;-73.82;2.6;0.2;0.0
94;-71.07;-100.0;-83.82;-74.91;-62.21;-66.66;2.7;0.2;0.0
95;-70.57;-86.64;-79.34;-68.17;-62.86;-62.89;2.8;0.2;0.0
96;-78.79;-86.69;-76.78;-79.06;-54.56;-69.27;2.9;0.2;0.0
97;-76.43;-79.36;-72.88;-77.57;-59.24;-74.04;3.0;0.2;0.0
98;-76.81;-85.77;-77.93;-76.91;-56.4;-78.64;3.1;0.2;0.0
99;-75.28;-84.98;-74.59;-69.67;-100.0;-77.59;3.2;0.2;0.0
100;-100.0;-92.16;-63.69;-72.1;-46.62;-100.0;3.3;0.2;0.0
101;-77.07;-90.77;-80.91;-70.37;-51.31;-71.17;3.3;0.3;0.0
102;-73.17;-79.11;-74.87;-70.76;-100.0;-73.72;3.2;0.3;0.0
103;-100.0;-80.51;-80.41;-67.73;-57.38;-63.03;3.1;0.3;0.0
104;-79.51;-87.32;-71.06;-66.91;-100.0;-63.03;3.0;0.3;0.0
105;-80.67;-80.91;-80.5;-78.75;-59.84;-69.21;2.9;0.3;0.0
106;-73.32;-87.12;-74.4;-70.52;-53.9;-100.0;2.8;0.3;0.0
107;-79.08;-78.59;-72.9;-67.5;-60.34;-64.17;2.7;0.3;0.0
108;-72.85;-80.44;-67.57;-79.74;-100.0;-64.51;2.6;0.3;0.0
109;-73.89;-92.16;-74.26;-100.0;-57.05;-69.28;2.5;0.3;0.0
110;-72.02;-89.36;-62.89;-70.02;-66.42;-69.22;2.4;0.3;0.0
111;-100.0;-82.13;-79.6;-70.61;-66.65;-67.52;2.3;0.3;0.0
112;-83.47;-82.68;-80.72;-71.72;-72.8;-69.57;2.2;0.3;0.0
113;-77.22;-91.53;-100.0;-75.97;-61.29;-60.57;2.1;0.3;0.0
114;-100.0;-84.73;-82.57;-73.64;-73.88;-59.75;2.0;0.3;0.0
115;-74.54;-85.83;-72.49;-69.43;-72.3;-62.01;1.9;0.3;0.0
116;-72.79;-79.85;-74.11;-75.81;-73.64;-55.86;1.8;0.3;0.0
117;-78.63;-78.71;-80.91;-64.06;-76.89;-65.25;1.7;0.3;0.0
118;-81.57;-78.74;-70.89;-73.94;-100.0;-56.35;1.6;0.3;0.0
119;-76.13;-89.79;-76.52;-68.26;-100.0;-51.59;1.5;0.3;0.0
120;-71.67;-86.12;-67.52;-81.13;-71.73;-58.37;1.4;0.3;0.0
121;-78.74;-83.7;-100.0;-100.0;-74.57;-49.95;1.3;0.3;0.0
122;-77.77;-80.4;-70.16;-68.68;-100.0;-52.27;1.2;0.3;0.0
123;-68.7;-81.42;-74.93;-80.65;-74.33;-67.84;1.1;0.3;0.0
124;-73.15;-87.42;-68.06;-77.26;-80.84;-50.94;1.0;0.3;0.0
125;-77.55;-86.33;-69.42;-72.93;-71.88;-48.76;0.9;0.3;0.0
126;-74.68;-100.0;-75.12;-71.1;-71.75;-59.02;0.8;0.3;0.0
127;-66.4;-83.75;-66.51;-71.02;-80.57;-100.0;0.7;0.3;0.0
128;-77.99;-77.55;-73.34;-69.67;-68.63;-44.72;0.6;0.3;0.0
129;-74.21;-74.31;-83.37;-71.81;-79.22;-48.04;0.5;0.3;0.0
130;-71.2;-76.05;-71.85;-67.7;-77.0;-100.0;0.4;0.3;0.0
131;-84.52;-84.35;-78.23;-67.32;-78.29;-46.6;0.3;0.3;0.0
132;-71.28;-72.03;-76.05;-74.2;-76.08;-35.62;0.2;0.3;0.0
133;-79.92;-73.12;-74.45;-74.17;-72.85;-35.2;0.1;0.3;0.0
134;-79.43;-72.57;-80.88;-86.66;-76.49;-37.8;0.0;0.3;0.0
135;-75.04;-82.55;-100.0;-79.05;-84.12;-38.32;0.0;0.4;0.0
136;-82.57;-78.67;-75.91;-74.99;-70.75;-34.95;0.1;0.4;0.0
137;-75.6;-100.0;-78.52;-78.47;-72.47;-37.67;0.2;0.4;0.0
138;-77.12;-80.38;-72.56;-78.57;-100.0;-47.11;0.3;0.4;0.0
139;-77.08;-86.68;-71.51;-100.0;-81.35;-50.0;0.4;0.4;0.0
140;-68.67;-78.91;-81.61;-77.53;-74.17;-45.4;0.5;0.4;0.0
141;-70.83;-83.64;-69.0;-81.78;-75.11;-47.18;0.6;0.4;0.0
142;-85.8;-100.0;-100.0;-76.43;-78.84;-49.16;0.7;0.4;0.0
143;-69.51;-82.56;-74.92;-64.84;-73.57;-47.88;0.8;0.4;0.0
144;-100.0;-65.65;-82.3;-72.47;-73.97;-55.86;0.9;0.4;0.0
145;-78.43;-81.31;-80.81;-68.15;-71.41;-53.67;1.0;0.4;0.0
146;-83.91;-78.96;-78.26;-72.38;-74.49;-51.15;1.1;0.4;0.0
147;-74.36;-100.0;-75.0;-74.46;-70.62;-61.92;1.2;0.4;0.0
148;-73.18;-81.0;-67.3;-75.71;-82.31;-100.0;1.3;0.4;0.0
149;-79.45;-88.22;-70.75;-73.32;-70.99;-66.82;1.4;0.4;0.0
150;-73.28;-80.03;-73.39;-80.98;-100.0;-55.35;1.5;0.4;0.0
151;-74.8;-73.7;-100.0;-63.55;-68.44;-70.75;1.6;0.4;0.0
152;-87.42;-95.01;-74.28;-100.0;-66.49;-65.6;1.7;0.4;0.0
153;-73.42;-77.77;-79.82;-73.99;-66.58;-71.81;1.8;0.4;0.0
154;-76.96;-72.92;-100.0;-100.0;-57.29;-100.0;1.9;0.4;0.0
155;-72.96;-85.82;-77.24;-72.64;-74.05;-100.0;2.0;0.4;0.0
156;-73.16;-84.16;-73.59;-100.0;-70.03;-61.82;2.1;0.4;0.0
157;-76.77;-86.31;-67.97;-100.0;-67.59;-61.02;2.2;0.4;0.0
158;-74.07;-100.0;-72.14;-100.0;-68.54;-63.2;2.3;0.4;0.0
159;-71.81;-81.66;-75.12;-100.0;-63.22;-69.73;2.4;0.4;0.0
160;-69.25;-86.77;-83.88;-73.38;-63.79;-64.77;2.5;0.4;0.0
161;-73.37;-82.94;-77.08;-72.98;-64.1;-79.59;2.6;0.4;0.0
162;-74.72;-100.0;-100.0;-67.29;-60.25;-61.52;2.7;0.4;0.0
163;-82.4;-75.64;-85.42;-63.67;-100.0;-100.0;2.8;0.4;0.0
164;-74.94;-82.21;-75.94;-68.04;-52.7;-65.03;2.9;0.4;0.0
165;-73.85;-82.46;-100.0;-80.26;-52.97;-62.14;3.0;0.4;0.0
166;-77.92;-100.0;-100.0;-77.33;-60.37;-73.32;3.1;0.4;0.0
167;-100.0;-91.6;-100.0;-72.91;-49.3;-83.15;3.2;0.4;0.0
168;-100.0;-100.0;-74.57;-66.07;-48.19;-100.0;3.3;0.4;0.0
169;-73.81;-79.85;-76.33;-76.64;-100.0;-68.42;3.3;0.5;0.0
170;-64.61;-82.09;-82.24;-100.0;-62.5;-62.71;3.2;0.5;0.0
171;-66.98;-84.29;-73.77;-65.86;-59.58;-66.93;3.1;0.5;0.0
172;-79.0;-81.39;-83.82;-69.18;-62.26;-75.18;3.0;0.5;0.0
173;-71.57;-82.22;-73.75;-75.79;-52.28;-62.47;2.9;0.5;0.0
174;-74.51;-82.14;-75.09;-70.69;-62.5;-100.0;2.8;0.5;0.0
175;-83.63;-90.52;-79.25;-77.29;-66.4;-65.61;2.7;0.5;0.0
176;-82.05;-83.03;-73.88;-71.89;-67.22;-66.51;2.6;0.5;0.0
177;-78.38;-78.19;-67.25;-69.46;-59.46;-70.57;2.5;0.5;0.0
178;-77.11;-90.7;-100.0;-70.53;-61.76;-73.23;2.4;0.5;0.0
179;-72.77;-76.9;-72.7;-58.9;-59.26;-61.87;2.3;0.5;0.0
180;-74.43;-83.5;-68.49;-72.01;-73.06;-64.44;2.2;0.5;0.0
181;-100.0;-81.44;-71.68;-72.81;-57.49;-63.8;2.1;0.5;0.0
182;-70.93;-86.45;-72.25;-68.37;-73.38;-59.71;2.0;0.5;0.0
183;-70.17;-85.63;-74.11;-72.21;-58.26;-64.37;1.9;0.5;0.0
184;-100.0;-89.64;-79.15;-100.0;-100.0;-53.79;1.8;0.5;0.0
185;-87.34;-87.83;-78.18;-70.72;-67.19;-55.0;1.7;0.5;0.0
186;-81.23;-82.33;-73.53;-80.22;-65.7;-52.73;1.6;0.5;0.0
187;-68.87;-71.13;-78.99;-79.22;-71.22;-56.19;1.5;0.5;0.0
188;-67.42;-86.04;-84.17;-100.0;-84.12;-58.45;1.4;0.5;0.0
189;-73.33;-86.27;-81.19;-69.33;-67.49;-62.76;1.3;0.5;0.0
190;-76.85;-86.6;-72.93;-71.1;-74.82;-53.92;1.2;0.5;0.0
191;-100.0;-72.82;-73.61;-100.0;-66.21;-58.81;1.1;0.5;0.0
192;-88.9;-80.99;-80.67;-68.87;-74.38;-55.42;1.0;0.5;0.0
193;-77.94;-80.77;-72.04;-100.0;-86.09;-51.8;0.9;0.5;0.0
194;-72.49;-76.34;-70.08;-74.95;-100.0;-60.67;0.8;0.5;0.0
195;-83.24;-83.18;-75.81;-75.22;-69.74;-51.82;0.7;0.5;0.0
196;-74.2;-77.3;-71.76;-68.39;-75.46;-56.72;0.6;0.5;0.0
197;-80.74;-87.46;-74.33;-100.0;-72.7;-37.25;0.5;0.5;0.0
198;-78.18;-73.53;-74.27;-71.63;-74.09;-47.39;0.4;0.5;0.0
199;-77.33;-74.38;-100.0;-65.52;-74.62;-34.27;0.3;0.5;0.0
200;-86.08;-76.24;-100.0;-64.55;-76.76;-45.26;0.2;0.5;0.0
201;-72.03;-82.42;-74.8;-77.94;-79.4;-39.65;0.1;0.5;0.0
202;-100.0;-86.28;-76.09;-100.0;-100.0;-43.54;0.0;0.5;0.0
203;-70.75;-82.42;-72.67;-74.55;-80.4;-49.54;0.0;0.6;0.0
204;-100.0;-77.5;-100.0;-72.76;-79.78;-49.23;0.1;0.6;0.0
205;-74.8;-84.53;-66.91;-73.42;-62.87;-38.22;0.2;0.6;0.0
206;-80.47;-76.69;-65.84;-62.58;-100.0;-36.23;0.3;0.6;0.0
207;-75.18;-87.75;-88.21;-72.56;-78.62;-54.17;0.4;0.6;0.0
208;-68.1;-79.5;-79.13;-100.0;-70.56;-45.15;0.5;0.6;0.0
209;-77.85;-81.52;-84.43;-69.45;-77.04;-47.36;0.6;0.6;0.0
210;-81.31;-82.5;-81.34;-74.9;-79.66;-48.39;0.7;0.6;0.0
211;-82.95;-84.72;-67.05;-73.75;-78.51;-62.19;0.8;0.6;0.0
212;-71.26;-79.21;-64.73;-73.52;-71.3;-56.71;0.9;0.6;0.0
213;-73.14;-77.81;-76.38;-72.95;-72.36;-62.37;1.0;0.6;0.0
214;-80.9;-81.95;-80.15;-66.46;-80.44;-58.24;1.1;0.6;0.0
215;-73.68;-79.1;-78.39;-73.67;-73.79;-69.2;1.2;0.6;0.0
216;-76.01;-84.09;-72.82;-73.0;-66.67;-61.78;1.3;0.6;0.0
217;-82.15;-80.05;-70.43;-70.36;-100.0;-60.35;1.4;0.6;0.0
218;-100.0;-78.76;-72.79;-73.71;-75.4;-57.24;1.5;0.6;0.0
219;-71.62;-82.01;-100.0;-73.3;-75.37;-59.06;1.6;0.6;0.0
220;-74.18;-83.56;-100.0;-65.07;-69.88;-59.08;1.7;0.6;0.0
221;-74.32;-85.66;-73.73;-74.85;-72.68;-60.28;1.8;0.6;0.0
222;-78.37;-85.61;-75.15;-67.86;-74.11;-68.89;1.9;0.6;0.0
223;-68.59;-84.83;-77.44;-78.08;-79.43;-62.66;2.0;0.6;0.0
224;-78.43;-78.2;-81.47;-72.76;-100.0;-57.39;2.1;0.6;0.0
225;-78.82;-80.15;-75.94;-73.79;-100.0;-100.0;2.2;0.6;0.0
226;-73.23;-83.49;-73.27;-67.29;-100.0;-100.0;2.3;0.6;0.0
227;-100.0;-100.0;-75.86;-68.66;-100.0;-100.0;2.4;0.6;0.0
228;-79.26;-76.54;-78.2;-78.74;-64.13;-70.55;2.5;0.6;0.0
229;-78.48;-85.91;-70.41;-65.25;-63.69;-67.12;2.6;0.6;0.0
230;-76.83;-100.0;-75.87;-67.03;-65.41;-67.5;2.7;0.6;0.0
231;-76.91;-75.56;-78.02;-73.9;-66.03;-62.66;2.8;0.6;0.0
232;-74.86;-87.42;-74.19;-74.69;-100.0;-64.21;2.9;0.6;0.0
233;-78.38;-100.0;-77.4;-71.5;-65.71;-70.28;3.0;0.6;0.0
234;-69.91;-100.0;-80.16;-70.62;-57.77;-67.57;3.1;0.6;0.0
235;-79.1;-90.76;-73.77;-63.35;-63.49;-76.99;3.2;0.6;0.0
236;-72.26;-80.36;-76.08;-65.9;-62.79;-73.41;3.3;0.6;0.0
237;-68.77;-86.47;-67.37;-68.75;-54.9;-73.56;3.3;0.7;0.0
238;-78.61;-88.03;-75.07;-71.63;-62.43;-68.87;3.2;0.7;0.0
239;-100.0;-100.0;-79.27;-76.19;-60.77;-65.37;3.1;0.7;0.0
240;-72.95;-79.5;-80.86;-77.86;-100.0;-64.76;3.0;0.7;0.0
241;-79.66;-90.24;-73.33;-70.98;-100.0;-67.74;2.9;0.7;0.0
242;-85.45;-80.04;-76.07;-70.65;-59.17;-77.52;2.8;0.7;0.0
243;-69.88;-77.6;-75.25;-72.68;-60.38;-67.28;2.7;0.7;0.0
244;-80.37;-74.94;-79.91;-72.85;-66.89;-74.0;2.6;0.7;0.0
245;-66.82;-75.54;-74.54;-61.15;-75.78;-69.55;2.5;0.7;0.0
246;-100.0;-89.2;-70.75;-77.72;-64.63;-78.16;2.4;0.7;0.0
247;-78.86;-85.68;-76.46;-68.32;-100.0;-54.59;2.3;0.7;0.0
248;-79.36;-79.72;-68.97;-74.89;-60.51;-61.61;2.2;0.7;0.0
249;-80.31;-79.53;-80.9;-76.56;-63.2;-71.64;2.1;0.7;0.0
250;-69.65;-83.46;-79.33;-74.48;-75.92;-65.4;2.0;0.7;0.0
251;-74.22;-78.49;-70.41;-79.18;-66.3;-56.78;1.9;0.7;0.0
252;-77.88;-83.92;-78.08;-73.75;-70.83;-72.23;1.8;0.7;0.0
253;-71.66;-100.0;-78.29;-71.08;-77.66;-65.48;1.7;0.7;0.0
254;-100.0;-82.94;-70.73;-73.73;-100.0;-56.95;1.6;0.7;0.0
255;-72.65;-77.87;-72.81;-100.0;-74.15;-65.44;1.5;0.7;0.0
256;-69.96;-76.52;-71.03;-78.58;-84.67;-66.03;1.4;0.7;0.0
257;-68.92;-74.03;-73.55;-76.81;-73.47;-56.6;1.3;0.7;0.0
258;-85.43;-77.38;-75.84;-66.43;-76.61;-58.24;1.2;0.7;0.0
259;-77.94;-88.72;-78.65;-69.72;-82.38;-100.0;1.1;0.7;0.0
260;-67.48;-82.71;-80.5;-76.38;-74.83;-61.56;1.0;0.7;0.0
261;-67.57;-82.24;-77.37;-100.0;-85.53;-48.19;0.9;0.7;0.0
262;-77.13;-81.83;-80.61;-74.01;-77.18;-58.12;0.8;0.7;0.0
263;-81.01;-90.1;-71.86;-72.2;-100.0;-54.19;0.7;0.7;0.0
264;-79.58;-85.28;-77.05;-100.0;-80.28;-100.0;0.6;0.7;0.0
265;-100.0;-100.0;-83.4;-81.91;-66.55;-42.27;0.5;0.7;0.0
266;-69.71;-73.15;-78.43;-100.0;-73.98;-45.59;0.4;0.7;0.0
267;-66.18;-87.2;-71.43;-65.17;-73.4;-44.16;0.3;0.7;0.0
268;-80.37;-72.24;-83.96;-100.0;-77.7;-46.64;0.2;0.7;0.0
269;-78.77;-86.27;-80.86;-75.32;-75.65;-47.72;0.1;0.7;0.0
270;-76.67;-84.67;-77.24;-77.79;-78.59;-40.58;0.0;0.7;0.0
271;-76.47;-84.57;-72.23;-100.0;-79.04;-37.14;0.0;0.8;0.0
272;-81.89;-86.33;-100.0;-100.0;-84.22;-52.49;0.1;0.8;0.0
273;-78.31;-77.69;-73.77;-72.52;-76.25;-51.26;0.2;0.8;0.0
274;-73.91;-75.13;-69.9;-100.0;-100.0;-100.0;0.3;0.8;0.0
275;-81.07;-84.41;-72.42;-77.29;-72.96;-51.83;0.4;0.8;0.0
276;-74.63;-100.0;-72.9;-72.37;-74.37;-49.79;0.5;0.8;0.0
277;-70.22;-100.0;-65.47;-67.05;-73.31;-54.99;0.6;0.8;0.0
278;-78.89;-89.36;-76.98;-76.58;-74.39;-58.18;0.7;0.8;0.0
279;-74.54;-77.93;-82.13;-100.0;-75.07;-47.88;0.8;0.8;0.0
280;-78.97;-100.0;-74.94;-79.21;-75.22;-48.9;0.9;0.8;0.0
281;-74.34;-66.8;-79.08;-62.96;-68.83;-100.0;1.0;0.8;0.0
282;-73.83;-78.38;-81.21;-84.14;-75.33;-100.0;1.1;0.8;0.0
283;-75.92;-79.12;-82.79;-62.75;-83.61;-56.28;1.2;0.8;0.0
284;-78.1;-80.17;-79.51;-66.77;-70.03;-57.31;1.3;0.8;0.0
285;-81.11;-100.0;-74.69;-100.0;-73.07;-53.11;1.4;0.8;0.0
286;-72.86;-80.54;-79.96;-73.87;-73.84;-57.57;1.5;0.8;0.0
287;-74.05;-84.03;-74.66;-83.7;-75.93;-64.43;1.6;0.8;0.0
288;-77.88;-88.73;-69.87;-81.56;-65.56;-55.29;1.7;0.8;0.0
289;-79.99;-100.0;-83.91;-76.49;-77.0;-100.0;1.8;0.8;0.0
290;-70.65;-79.98;-75.96;-64.79;-69.06;-72.58;1.9;0.8;0.0
291;-80.31;-91.09;-69.17;-63.89;-75.11;-63.83;2.0;0.8;0.0
292;-80.07;-100.0;-81.1;-66.47;-71.18;-66.32;2.1;0.8;0.0
293;-79.43;-85.69;-71.98;-78.07;-70.99;-62.8;2.2;0.8;0.0
294;-82.33;-85.53;-66.06;-75.37;-66.7;-100.0;2.3;0.8;0.0
295;-85.06;-87.24;-77.02;-100.0;-73.37;-67.76;2.4;0.8;0.0
296;-100.0;-75.71;-69.66;-68.72;-100.0;-72.43;2.5;0.8;0.0
297;-66.0;-92.93;-69.35;-70.0;-60.95;-100.0;2.6;0.8;0.0
298;-71.95;-100.0;-83.76;-80.94;-74.16;-70.04;2.7;0.8;0.0
299;-80.69;-92.89;-83.65;-70.75;-70.28;-60.61;2.8;0.8;0.0
300;-75.33;-81.25;-100.0;-74.55;-57.38;-76.74;2.9;0.8;0.0
301;-85.41;-74.48;-80.23;-100.0;-58.03;-72.42;3.0;0.8;0.0
302;-77.98;-81.9;-78.91;-70.55;-100.0;-66.34;3.1;0.8;0.0
303;-80.32;-84.76;-100.0;-66.2;-65.29;-75.18;3.2;0.8;0.0
304;-70.88;-90.61;-72.87;-68.02;-62.04;-100.0;3.3;0.8;0.0
305;-71.74;-76.1;-79.02;-65.83;-59.1;-100.0;3.3;0.9;0.0
306;-81.29;-93.19;-79.94;-69.83;-57.92;-64.31;3.2;0.9;0.0
307;-79.47;-82.96;-75.59;-75.73;-100.0;-70.86;3.1;0.9;0.0
308;-74.21;-100.0;-82.96;-65.33;-65.6;-73.6;3.0;0.9;0.0
309;-71.51;-90.07;-79.87;-68.41;-63.19;-73.85;2.9;0.9;0.0
310;-77.22;-86.01;-73.94;-74.53;-69.81;-100.0;2.8;0.9;0.0
311;-75.66;-100.0;-72.07;-83.97;-75.46;-61.08;2.7;0.9;0.0
312;-81.85;-89.98;-70.54;-71.48;-71.84;-62.86;2.6;0.9;0.0
313;-88.72;-81.52;-77.98;-78.48;-66.63;-71.92;2.5;0.9;0.0
314;-72.64;-73.56;-76.27;-76.23;-66.16;-74.01;2.4;0.9;0.0
315;-71.23;-100.0;-78.53;-72.69;-75.67;-68.5;2.3;0.9;0.0
316;-71.62;-78.08;-80.39;-68.47;-67.03;-66.96;2.2;0.9;0.0
