;t1;t2;t3;t4;t5;t6;x;y;o
152;-75.93;-82.5;-78.34;-74.15;-70.92;-61.37;1.7;0.4;0.0
153;-75.92;-82.54;-78.57;-74.11;-70.28;-62.22;1.8;0.4;0.0
154;-75.92;-82.58;-78.8;-74.06;-69.59;-63.03;1.9;0.4;0.0
155;-75.91;-82.63;-79.03;-74.02;-68.87;-63.8;2.0;0.4;0.0
156;-75.9;-82.68;-79.26;-73.98;-68.1;-64.53;2.1;0.4;0.0
157;-75.89;-82.72;-79.5;-73.93;-67.27;-65.23;2.2;0.4;0.0
158;-75.89;-82.78;-79.73;-73.89;-66.39;-65.91;2.3;0.4;0.0
159;-75.88;-82.83;-79.97;-73.85;-65.45;-66.55;2.4;0.4;0.0
160;-75.88;-82.88;-80.2;-73.82;-64.43;-67.17;2.5;0.4;0.0
161;-75.87;-82.94;-80.43;-73.78;-63.33;-67.77;2.6;0.4;0.0
162;-75.87;-83.0;-80.67;-73.74;-62.15;-68.35;2.7;0.4;0.0
163;-75.86;-83.06;-80.9;-73.71;-60.88;-68.9;2.8;0.4;0.0
164;-75.86;-83.12;-81.13;-73.68;-59.55;-69.44;2.9;0.4;0.0
165;-75.86;-83.18;-81.36;-73.65;-58.18;-69.96;3.0;0.4;0.0
166;-75.86;-83.24;-81.59;-73.63;-56.87;-70.47;3.1;0.4;0.0
167;-75.86;-83.31;-81.82;-73.6;-55.78;-70.95;3.2;0.4;0.0
168;-75.86;-83.37;-82.05;-73.58;-55.14;-71.43;3.3;0.4;0.0
169;-75.82;-83.25;-81.88;-73.49;-57.56;-71.49;3.3;0.5;0.0
170;-75.82;-83.18;-81.65;-73.51;-57.98;-71.02;3.2;0.5;0.0
171;-75.82;-83.11;-81.41;-73.54;-58.73;-70.54;3.1;0.5;0.0
172;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
173;-75.83;-82.99;-80.94;-73.59;-60.76;-69.52;2.9;0.5;0.0
174;-75.83;-82.92;-80.7;-73.63;-61.86;-68.99;2.8;0.5;0.0
175;-75.83;-82.86;-80.46;-73.66;-62.94;-68.44;2.7;0.5;0.0
176;-75.84;-82.8;-80.22;-73.7;-63.97;-67.87;2.6;0.5;0.0
177;-75.84;-82.75;-79.98;-73.74;-64.96;-67.28;2.5;0.5;0.0
178;-75.85;-82.69;-79.74;-73.78;-65.89;-66.67;2.4;0.5;0.0
179;-75.85;-82.63;-79.49;-73.82;-66.77;-66.03;2.3;0.5;0.0
180;-75.86;-82.58;-79.25;-73.86;-67.6;-65.37;2.2;0.5;0.0
181;-75.87;-82.53;-79.01;-73.91;-68.38;-64.68;2.1;0.5;0.0
182;-75.87;-82.48;-78.76;-73.95;-69.11;-63.96;2.0;0.5;0.0
183;-75.88;-82.43;-78.52;-74.0;-69.81;-63.21;1.9;0.5;0.0
184;-75.89;-82.39;-78.28;-74.05;-70.47;-62.42;1.8;0.5;0.0
185;-75.9;-82.35;-78.04;-74.09;-71.09;-61.6;1.7;0.5;0.0
186;-75.91;-82.31;-77.81;-74.14;-71.69;-60.73;1.6;0.5;0.0
187;-75.92;-82.27;-77.57;-74.19;-72.25;-59.82;1.5;0.5;0.0
188;-75.93;-82.23;-77.34;-74.24;-72.79;-58.86;1.4;0.5;0.0
189;-75.94;-82.2;-77.12;-74.29;-73.31;-57.84;1.3;0.5;0.0
190;-75.95;-82.16;-76.9;-74.34;-73.8;-56.76;1.2;0.5;0.0
191;-75.96;-82.13;-76.68;-74.39;-74.28;-55.62;1.1;0.5;0.0
192;-75.98;-82.11;-76.47;-74.44;-74.73;-54.4;1.0;0.5;0.0
193;-75.99;-82.08;-76.27;-74.49;-75.17;-53.12;0.9;0.5;0.0
194;-76.0;-82.06;-76.08;-74.54;-75.59;-51.75;0.8;0.5;0.0
195;-76.01;-82.04;-75.89;-74.59;-76.0;-50.31;0.7;0.5;0.0
196;-76.03;-82.02;-75.71;-74.64;-76.39;-48.8;0.6;0.5;0.0
197;-76.04;-82.01;-75.55;-74.68;-76.77;-47.25;0.5;0.5;0.0
198;-76.06;-82.0;-75.4;-74.73;-77.14;-45.7;0.4;0.5;0.0
199;-76.07;-81.99;-75.25;-74.78;-77.5;-44.23;0.3;0.5;0.0
200;-76.09;-81.98;-75.13;-74.83;-77.84;-42.99;0.2;0.5;0.0
201;-76.1;-81.98;-75.01;-74.88;-78.18;-42.14;0.1;0.5;0.0
202;-76.12;-81.98;-74.91;-74.92;-78.5;-41.83;0.0;0.5;0.0
203;-76.09;-81.81;-74.44;-74.89;-78.55;-44.68;0.0;0.6;0.0
204;-76.07;-81.81;-74.54;-74.84;-78.23;-44.9;0.1;0.6;0.0
205;-76.06;-81.82;-74.66;-74.79;-77.9;-45.5;0.2;0.6;0.0
206;-76.04;-81.82;-74.8;-74.74;-77.56;-46.42;0.3;0.6;0.0
207;-76.03;-81.83;-74.95;-74.69;-77.21;-47.55;0.4;0.6;0.0
208;-76.01;-81.85;-75.12;-74.64;-76.84;-48.8;0.5;0.6;0.0
209;-76.0;-81.86;-75.29;-74.59;-76.47;-50.1;0.6;0.6;0.0
210;-75.98;-81.88;-75.48;-74.54;-76.08;-51.39;0.7;0.6;0.0
211;-75.97;-81.9;-75.68;-74.49;-75.68;-52.66;0.8;0.6;0.0
212;-75.96;-81.92;-75.88;-74.44;-75.27;-53.89;0.9;0.6;0.0
213;-75.94;-81.95;-76.1;-74.39;-74.84;-55.06;1.0;0.6;0.0
214;-75.93;-81.98;-76.32;-74.34;-74.39;-56.18;1.1;0.6;0.0
215;-75.92;-82.01;-76.55;-74.29;-73.93;-57.25;1.2;0.6;0.0
216;-75.91;-82.04;-76.78;-74.24;-73.44;-58.27;1.3;0.6;0.0
217;-75.9;-82.07;-77.02;-74.18;-72.94;-59.23;1.4;0.6;0.0
218;-75.88;-82.11;-77.26;-74.13;-72.41;-60.15;1.5;0.6;0.0
219;-75.87;-82.15;-77.5;-74.08;-71.86;-61.03;1.6;0.6;0.0
220;-75.86;-82.19;-77.75;-74.03;-71.29;-61.87;1.7;0.6;0.0
221;-75.85;-82.24;-78.0;-73.98;-70.69;-62.67;1.8;0.6;0.0
222;-75.85;-82.29;-78.25;-73.93;-70.06;-63.43;1.9;0.6;0.0
223;-75.84;-82.33;-78.5;-73.88;-69.4;-64.16;2.0;0.6;0.0
224;-75.83;-82.38;-78.75;-73.84;-68.7;-64.86;2.1;0.6;0.0
225;-75.82;-82.44;-79.0;-73.79;-67.97;-65.54;2.2;0.6;0.0
226;-75.82;-82.49;-79.25;-73.74;-67.2;-66.19;2.3;0.6;0.0
227;-75.81;-82.55;-79.51;-73.7;-66.39;-66.81;2.4;0.6;0.0
228;-75.8;-82.61;-79.76;-73.66;-65.55;-67.41;2.5;0.6;0.0
229;-75.8;-82.66;-80.01;-73.62;-64.67;-67.99;2.6;0.6;0.0
230;-75.8;-82.73;-80.25;-73.58;-63.77;-68.55;2.7;0.6;0.0
231;-75.79;-82.79;-80.5;-73.54;-62.85;-69.1;2.8;0.6;0.0
232;-75.79;-82.85;-80.75;-73.5;-61.96;-69.62;2.9;0.6;0.0
233;-75.79;-82.92;-80.99;-73.47;-61.12;-70.13;3.0;0.6;0.0
234;-75.78;-82.99;-81.23;-73.44;-60.39;-70.62;3.1;0.6;0.0
235;-75.78;-83.05;-81.47;-73.42;-59.84;-71.1;3.2;0.6;0.0
236;-75.78;-83.12;-81.71;-73.39;-59.55;-71.57;3.3;0.6;0.0
237;-75.74;-82.99;-81.54;-73.29;-61.23;-71.66;3.3;0.7;0.0
238;-75.74;-82.92;-81.3;-73.32;-61.45;-71.2;3.2;0.7;0.0
239;-75.75;-82.85;-81.05;-73.35;-61.86;-70.72;3.1;0.7;0.0
240;-75.75;-82.79;-80.81;-73.38;-62.42;-70.24;3.0;0.7;0.0
241;-75.75;-82.72;-80.56;-73.41;-63.1;-69.74;2.9;0.7;0.0
242;-75.75;-82.65;-80.3;-73.45;-63.84;-69.22;2.8;0.7;0.0
243;-75.76;-82.59;-80.05;-73.49;-64.61;-68.69;2.7;0.7;0.0
244;-75.76;-82.52;-79.79;-73.53;-65.39;-68.14;2.6;0.7;0.0
245;-75.77;-82.46;-79.53;-73.57;-66.17;-67.57;2.5;0.7;0.0
246;-75.77;-82.4;-79.28;-73.62;-66.93;-66.98;2.4;0.7;0.0
247;-75.78;-82.35;-79.02;-73.67;-67.67;-66.37;2.3;0.7;0.0
248;-75.79;-82.29;-78.75;-73.72;-68.38;-65.73;2.2;0.7;0.0
249;-75.79;-82.24;-78.49;-73.76;-69.06;-65.07;2.1;0.7;0.0
250;-75.8;-82.18;-78.23;-73.82;-69.71;-64.39;2.0;0.7;0.0
251;-75.81;-82.13;-77.97;-73.87;-70.34;-63.68;1.9;0.7;0.0
252;-75.82;-82.09;-77.71;-73.92;-70.94;-62.94;1.8;0.7;0.0
253;-75.83;-82.04;-77.45;-73.97;-71.52;-62.17;1.7;0.7;0.0
254;-75.84;-82.0;-77.19;-74.02;-72.07;-61.37;1.6;0.7;0.0
255;-75.85;-81.96;-76.94;-74.08;-72.6;-60.53;1.5;0.7;0.0
256;-75.86;-81.92;-76.68;-74.13;-73.11;-59.66;1.4;0.7;0.0
257;-75.87;-81.88;-76.43;-74.18;-73.6;-58.75;1.3;0.7;0.0
258;-75.88;-81.85;-76.19;-74.24;-74.07;-57.8;1.2;0.7;0.0
259;-75.9;-81.81;-75.95;-74.29;-74.52;-56.81;1.1;0.7;0.0
260;-75.91;-81.79;-75.71;-74.34;-74.96;-55.78;1.0;0.7;0.0
261;-75.92;-81.76;-75.49;-74.4;-75.38;-54.71;0.9;0.7;0.0
262;-75.94;-81.74;-75.27;-74.45;-75.78;-53.62;0.8;0.7;0.0
263;-75.95;-81.71;-75.06;-74.5;-76.18;-52.5;0.7;0.7;0.0
264;-75.97;-81.7;-74.86;-74.55;-76.56;-51.39;0.6;0.7;0.0
265;-75.98;-81.68;-74.67;-74.6;-76.93;-50.31;0.5;0.7;0.0
266;-76.0;-81.67;-74.5;-74.66;-77.29;-49.3;0.4;0.7;0.0
267;-76.01;-81.66;-74.34;-74.71;-77.63;-48.41;0.3;0.7;0.0
268;-76.03;-81.65;-74.19;-74.76;-77.97;-47.7;0.2;0.7;0.0
269;-76.04;-81.65;-74.06;-74.81;-78.3;-47.25;0.1;0.7;0.0
270;-76.06;-81.64;-73.94;-74.86;-78.62;-47.09;0.0;0.7;0.0
271;-76.03;-81.48;-73.43;-74.82;-78.69;-49.18;0.0;0.8;0.0
272;-76.01;-81.48;-73.56;-74.77;-78.37;-49.3;0.1;0.8;0.0
273;-76.0;-81.48;-73.7;-74.72;-78.05;-49.65;0.2;0.8;0.0
274;-75.98;-81.49;-73.86;-74.67;-77.72;-50.2;0.3;0.8;0.0
275;-75.97;-81.5;-74.03;-74.62;-77.37;-50.92;0.4;0.8;0.0
276;-75.95;-81.51;-74.22;-74.57;-77.02;-51.75;0.5;0.8;0.0
277;-75.93;-81.53;-74.42;-74.51;-76.66;-52.66;0.6;0.8;0.0
278;-75.92;-81.55;-74.63;-74.46;-76.29;-53.62;0.7;0.8;0.0
279;-75.9;-81.57;-74.85;-74.4;-75.9;-54.59;0.8;0.8;0.0
280;-75.89;-81.59;-75.08;-74.35;-75.5;-55.56;0.9;0.8;0.0
281;-75.88;-81.62;-75.32;-74.3;-75.09;-56.53;1.0;0.8;0.0
282;-75.86;-81.65;-75.57;-74.24;-74.67;-57.47;1.1;0.8;0.0
283;-75.85;-81.68;-75.83;-74.18;-74.23;-58.38;1.2;0.8;0.0
284;-75.84;-81.72;-76.08;-74.13;-73.77;-59.27;1.3;0.8;0.0
285;-75.83;-81.76;-76.35;-74.07;-73.3;-60.12;1.4;0.8;0.0
286;-75.81;-81.8;-76.61;-74.02;-72.81;-60.95;1.5;0.8;0.0
287;-75.8;-81.84;-76.88;-73.96;-72.3;-61.75;1.6;0.8;0.0
288;-75.79;-81.88;-77.15;-73.91;-71.77;-62.51;1.7;0.8;0.0
289;-75.78;-81.93;-77.42;-73.85;-71.22;-63.25;1.8;0.8;0.0
290;-75.77;-81.98;-77.69;-73.8;-70.65;-63.96;1.9;0.8;0.0
291;-75.77;-82.03;-77.96;-73.75;-70.06;-64.65;2.0;0.8;0.0
292;-75.76;-82.09;-78.24;-73.69;-69.45;-65.31;2.1;0.8;0.0
293;-75.75;-82.14;-78.51;-73.64;-68.81;-65.95;2.2;0.8;0.0
294;-75.74;-82.2;-78.78;-73.59;-68.16;-66.57;2.3;0.8;0.0
295;-75.74;-82.26;-79.05;-73.54;-67.49;-67.16;2.4;0.8;0.0
296;-75.73;-82.32;-79.32;-73.49;-66.81;-67.74;2.5;0.8;0.0
297;-75.72;-82.38;-79.58;-73.44;-66.13;-68.3;2.6;0.8;0.0
298;-75.72;-82.45;-79.85;-73.4;-65.45;-68.84;2.7;0.8;0.0
299;-75.72;-82.51;-80.11;-73.36;-64.79;-69.36;2.8;0.8;0.0
300;-75.71;-82.58;-80.37;-73.32;-64.17;-69.87;2.9;0.8;0.0
301;-75.71;-82.65;-80.62;-73.28;-63.63;-70.36;3.0;0.8;0.0
302;-75.71;-82.72;-80.88;-73.25;-63.18;-70.84;3.1;0.8;0.0
303;-75.71;-82.79;-81.13;-73.22;-62.85;-71.31;3.2;0.8;0.0
304;-75.71;-82.87;-81.38;-73.19;-62.69;-71.76;3.3;0.8;0.0
305;-75.67;-82.74;-81.22;-73.08;-63.97;-71.87;3.3;0.9;0.0
306;-75.67;-82.66;-80.97;-73.11;-64.11;-71.43;3.2;0.9;0.0
307;-75.67;-82.59;-80.71;-73.15;-64.37;-70.97;3.1;0.9;0.0
308;-75.67;-82.52;-80.45;-73.18;-64.73;-70.5;3.0;0.9;0.0
309;-75.67;-82.44;-80.18;-73.22;-65.18;-70.01;2.9;0.9;0.0
310;-75.68;-82.37;-79.91;-73.26;-65.7;-69.51;2.8;0.9;0.0
311;-75.68;-82.31;-79.64;-73.31;-66.26;-69.0;2.7;0.9;0.0
312;-75.69;-82.24;-79.37;-73.36;-66.85;-68.47;2.6;0.9;0.0
313;-75.69;-82.18;-79.1;-73.41;-67.46;-67.93;2.5;0.9;0.0
314;-75.7;-82.11;-78.82;-73.46;-68.07;-67.37;2.4;0.9;0.0
315;-75.7;-82.05;-78.54;-73.51;-68.67;-66.79;2.3;0.9;0.0
316;-75.71;-81.99;-78.26;-73.56;-69.27;-66.19;2.2;0.9;0.0
